Case Number,Date/Time Opened,Term,Incident Group,Operational Directorate,Principal Network Name,Primary Category,Primary Sub-Category,Secondary Category,Summary of the Incident (External Distribution),Incident Priority Rating,Incident Occurred
S-2021-116066,13/07/2021 9:20,Term 3,Emergency Situation,Regional North and West,Great Lakes,Flood,,,"An executive staff member reports flooding on school grounds due to blocked drains. Maintenance repairs have commenced. The school is currently operational. Director, Educational Leadership is aware.",1,On workplace grounds
S-2021-116088,13/07/2021 9:46,Term 3,Welfare,Rural North,Mooki,Student Welfare Concerns,Absconding / Missing Student,,"Executive staff member reports of a student absconding school grounds and whereabouts are unknown. Parent notifed and Police were contacted and are currently investigating. Director, Educational Leadership will be notified.",1,On workplace grounds
S-2021-116089,13/07/2021 9:48,Term 3,Welfare,Rural North,Mooki,Student Welfare Concerns,Absconding / Missing Student,,An executive staff member reported a student absconded from school grounds and the student's whereabouts is unknown. Police and parent were contacted. Media Unit and the Director of Educational Leadership will be notified.,1,On workplace grounds
S-2021-116102,13/07/2021 10:05,Term 3,Emergency Situation,Metropolitan North,Ryde,Utility Failure,,,An Executive staff member reports of a utility failure on school grounds. Emergency services were contacted and attended the school. The issue will be resolved promptly. No injuries sustained. The school is managing the matter.,1,On workplace grounds
S-2021-116130,13/07/2021 10:51,Term 3,Violence,Regional North and West,Taree,Indecent Assault,,Nuisance Use of Technology,Employee reports allegations of inappropriate behaviour from a student. Supports will be put in place. #### reporting was followed. #####,1,On workplace grounds
S-2021-116480,13/07/2021 16:21,Term 3,Welfare,Rural North,Mooki,Student Welfare Concerns,Absconding / Missing Student,,Executive staff member reports that a student has absconded from school. The student has not yet been located. The police have been notified by the parent. The parents are aware. The school is managing the incident.,1,On workplace grounds
S-2021-116485,13/07/2021 16:29,Term 3,Violence,Rural South and West,Wagga Wagga,Assault,,,"An Executive staff member reports a student has assaulted another student on school grounds. First aid was offered, though declined. Parents have been notified. Police will be notified. The school is managing the matter. Supports are in place. Director, Educational Leadership will be made aware.",1,On workplace grounds
S-2021-116594,14/07/2021 10:14,Term 3,Violence,Rural North,Lennox Coast,Assault,,Child Protection,"An Executive staff member reports a student has been involved with a physical altercation with another student on school grounds. First aid was not sought. Parents notified. ##### student was collected by parent. The other student was involved in an assault against parent. Police were notified and attended. First aid was not sought. The school is managing the matter. Supports are in place. #### reporting will be followed. Director, Educational Leadership will be made aware.",1,On workplace grounds
S-2021-116640,14/07/2021 11:06,Term 3,Violence,Rural North,Wollumbin,Indecent Assault,,,"An Executive staff member reports a student has made an allegation of ##### assault against another student on school grounds. Parents are aware. Police will be notified. Supports are in place, and the school is managing the matter. #### reporting has been followed. The Director of Educational Leadership is aware.",1,On workplace grounds
S-2021-117102,15/07/2021 9:43,Term 3,Violence,Regional North,Lake Macquarie West,Indecent Assault,,,"A staff member reports that a student has made an allegation of ##### assault by their sibling. Parent is aware. #### reporting was followed. Support will be organised. The school is still managing the matter. Director, Educational Leadership will be informed.",1,On workplace grounds
S-2021-117180,15/07/2021 11:35,Term 3,Welfare,Rural North,Lismore,Attempted Suicide,,,An employee reports a student has attempted #### on school grounds. First aid was administered. The student was conveyed to hospital. Parents were notified. Students and staff are impacted. Supports are in place. #### reporting will be followed. School Executive staff are aware.,1,On workplace grounds
S-2021-117455,15/07/2021 16:00,Term 3,Violence,Regional North and West,Bathurst,Allegations Of Sexual Assault,,Child Protection,"An executive staff member reports a student has disclosed an allegation of historical #### assault. The student further reported a ##### assault that occurred off school grounds. Police will be informed of the incident. #### reporting has been followed. The school is supporting the student. The Director, Educational Leadership is aware.",1,On workplace grounds
S-2021-117610,16/07/2021 9:17,Term 3,Violence,Regional North and West,Coffs Harbour,Indecent Assault,,Staff Welfare Concerns,A staff member reported a student allegedly inappropriately touched another student on school grounds. Police and parents were contacted. All #### reporting have been followed. The employee expressed well-being concerns as a result of the incident. An executive staff member has been notified.,1,On workplace grounds
S-2021-117801,16/07/2021 11:49,Term 3,Violence,Rural South and West,Wagga Wagga,Assault,,,An executive staff member reports a physical altercation with multiple students on school grounds. The altercation was filmed. Staff intervened. Police were contacted. #### reporting to follow. The school is continuing to manage the matter. Supports are in place for all involved.,1,On workplace grounds
S-2021-117880,16/07/2021 12:59,Term 3,Emergency Situation,Rural South and West,Deniliquin,Utility Failure,,,"Director, Educational leadership reports that the school has lost access to electricity. Parents will be notified. School is managing the matter. Supports are in place. Executive Director is aware.",1,On workplace grounds
S-2021-117981,16/07/2021 14:36,Term 3,Violence,Connected Communities,Connected Communities Team 1,Assault,,Student Welfare Concerns,An executive staff member reported a student allegedly assaulted ####  students on school grounds and then absconded from school grounds with another student. ##### of the students sustained an injury and first aid was administered. The ####  absconders whereabouts are unknown. Police and parents were contacted. Supports are in place for the students involved. Media Unit and the Director of Educational Leadership will be notified.,1,On workplace grounds
S-2021-117988,16/07/2021 14:41,Term 3,Violence,Regional North and West,Macquarie,Indecent Assault,,,"An executive staff member reports wellbeing concerns for a student, who has made an allegation of ##### assault by another student on school grounds. No injuries reported. Police have been contacted and are investigating the matter. Parents will be notified. Supports are being arranged. #### reporting has been followed. Director, Educational Leadership has been informed.",1,On workplace grounds
S-2021-117989,16/07/2021 14:42,Term 3,Violence,Regional North and West,Lithgow,Assault,,,"An Executive staff member reports students have been involved in a physical altercation on school grounds. First aid was administered. Parents were notified. The school is managing the matter. Supports are in place. Media Unit will be notified. Director, Educational Leadership will be made aware.",1,On workplace grounds
S-2021-118093,16/07/2021 15:50,Term 3,Emergency Situation,Rural South and West,Temora,Utility Failure,,,"An executive staff member reported a utility failure in one area of the school. No injuries were sustained. Asset management unit will be made aware. The school remains fully operational. Director, Educational Leadership will be notified.",1,On workplace grounds
S-2021-118152,16/07/2021 16:35,Term 3,Violence,Connected Communities,Connected Communities Team 3,Assault,,,"An executive staff member reports a group of students were involved in multiple physical altercations that were filmed on school grounds. First aid was not requested. Parents and carers of all the students were notified. Media unit were notified and police will be contacted. Support will be provided to all the students involved. Director, Educational Leadership is aware.",1,On workplace grounds
S-2021-118164,16/07/2021 16:43,Term 3,Violence,Regional South,Shoalhaven,Indecent Assault,,,An executive staff member reports that a student has made allegations against a number of other students of ##### assault on school grounds. The Police will be contacted for further advice. The school is continuing to manage the matter. Supports are currently in place.,1,On workplace grounds
S-2021-118166,16/07/2021 16:47,Term 3,Violence,Rural South and West,Orange,Assault,,,"An executive employee reports a physical assault between ####  students on school grounds. Injuries were sustained. Parents have been notified and ##### students have been conveyed home. Media Unit will be notified. Director, Educational Leadership has been advised.",1,On workplace grounds
S-2021-118255,19/07/2021 10:15,Term 3,Emergency Situation,Regional South,Lake Illawarra North,Utility Failure,,,"Executive staff member reports the school has a power failure. Service provider are investigating the cause and will rectify. Director, Edcuational Leadership is aware.",1,On workplace grounds
S-2021-118288,19/07/2021 10:49,Term 3,Welfare,Rural North,Peel,Attempted Suicide,,,"An Executive staff member reports a student has attempted #### on school grounds. No physical injuries were sustained. Parents were contacted and collected the student. #### reporting has been followed. Supports have been put in place, and the school is managing the matter. The Director of Educational Leadership is aware.",1,On workplace grounds
S-2021-118310,19/07/2021 11:15,Term 3,Emergency Situation,Regional North,Central Coast,Utility Failure,,,"An executive staff member reports that school is non-operational as of today due to utility failure. Parents were contacted. Students have been collected by their parents. Staff are not on school grounds. Asset Management has been contacted. A contractor is in the process of rectifying the matter. Director, Educational Leadership was informed.",1,On workplace grounds
S-2021-118314,19/07/2021 11:20,Term 3,Welfare,Rural South and West,Temora,Student Behaviour,,Communicable Disease,"An executive staff member reports well-being concerns after a student in a ####  state entered school grounds against medical advice. Parents notified. Police and ambulance contacted and attended. Support is in place for students and staff. Director, Educational Leadership is aware.",1,On workplace grounds
S-2021-118467,19/07/2021 13:13,Term 3,Welfare,Rural North,Peel,Student Welfare Concerns,Absconding / Missing Student,Suicidal Intentions,"An Executive staff member reports a student has been reported missing off school grounds. The student's whereabouts are unknown. Also, the school expresses welfare concerns for the student as they have expressed #### intentions. #### report has been followed. Supports have been put in place, and the school is managing the matter. The Director of Educational Leadership is aware.",1,On workplace grounds
S-2021-118560,19/07/2021 14:26,Term 3,Welfare,Regional North,Callaghan,Student Welfare Concerns,Absconding / Missing Student,,An executive staff member reported ### students absconded from school grounds and their whereabouts is unknown. Parents and police were contacted. Supports are in place for the students involved. Media Unit will be informed. The Director of Educational Leadership has been notified.,1,On workplace grounds
S-2021-118676,19/07/2021 16:13,Term 3,Welfare,Regional North,Glenrock,Student Behaviour,,,##### students have escalated in behaviour which has resulted in part of the school going into lockdown. The behaviour continued to escalate and Police attended the school. The school will review the supports for the students involved,1,On workplace grounds
S-2021-118684,19/07/2021 16:36,Term 3,Violence,Rural North,Armidale,Assault,,,Executive staff reports concerns off the school grounds following a physical assault involving students. Supports are in place. Parents were made aware. Police was contacted. Media Unit was contacted. School is managing at a local level.,1,On workplace grounds
S-2021-119179,20/07/2021 14:34,Term 3,Welfare,Regional South,Shoalhaven,Student Behaviour,,,"An executive reports an incident involving student behvaiour on school grounds. No reported injuries. Police were called and attended the school. Parents were contacted. Student was collected from school. Supports are in place. #### reporting will be followed. Director, Educational Leadership has been informed.",1,On workplace grounds
S-2021-119334,20/07/2021 16:23,Term 3,Malicious Use of Technology,Regional North,Lake Macquarie East,Nuisance Use of Technology,,,"An executive staff member has reported nuisance use of technology on school grounds involving multiple students. The school is managing the matter and will report the incident to external providers. Supports are in place for impacted students. Director, Educational Leadership will be informed.",1,On workplace grounds
S-2021-119434,21/07/2021 8:57,Term 3,Emergency Situation,Regional North and West,Lithgow,Utility Failure,,,An Executive staff member reports the school will be non-operational as of today due to utility failure. Parents were contacted. Asset Management has been notified. The Director of Educational Leadership is aware.,1,On workplace grounds
S-2021-119753,21/07/2021 14:38,Term 3,Violence,Regional North and West,Hunter,Allegations Of Sexual Assault,,,An executive staff member reported a student allegedly #### assaulted another student on school grounds. Police and parents will be contacted. Supports will be put in place for the students involved. All #### reporting have been followed. The Director of Educational Leadership has been notified.,1,On workplace grounds
S-2021-120033,22/07/2021 9:44,Term 3,Emergency Situation,Metropolitan South and West,Chipping Norton,Utility Failure,,,"Executive staff member reports the school has a power failure. Service provider are investigating the cause and will rectify. Director, Educational Leadership is aware.",1,On workplace grounds
S-2021-120559,22/07/2021 16:35,Term 3,Malicious Use of Technology,Regional South,South Coast,Sexting,,Nuisance Use of Technology,"An employee reports that a student was sending inappropriate footage to an unknown individual via a social media platform. The footage was uploaded by the student and it was seen by another student off school grounds. Police were contacted and will be investigating the matter. Parents were informed. Support will be arranged. The school is managing the matter. Executive staff are aware. Director, Educational Leadership will be notified.",1,On workplace grounds
S-2021-120638,23/07/2021 9:23,Term 3,Violence,Rural South and West,Wagga Wagga,Assault,,,"An Executive staff member reports students have been involved in a physical altercation on school grounds. An employee sustained an injury. First aid was administered. Parents/care givers have been notified. The school is managing the matter. Supports are available for students and employees. #### reporting will be followed. Director, Educational Leadership will be made aware.",1,On workplace grounds
S-2021-120654,23/07/2021 9:32,Term 3,Violence,Regional North,Lake Macquarie West,Assault,,,An executive staff member reports injuries sustained by a student after being assaulted by another student. First aid applied. Parents notified and conveyed a student home. Police informed. Support is in place for ##### students.,1,On workplace grounds
S-2021-120736,23/07/2021 10:43,Term 3,Welfare,Regional North,Newcastle,Student Welfare Concerns,Student Personal Traumatic Incident,Police Operation,"An executive staff member reports student welfare concerns following a police operation off school grounds. Police conveyed a student from school. The school implemented partial lock-down which was lifted shortly after. Parents and carers were notified. School operations have resumed as normal. Director, Educational Leadership is aware.",1,On workplace grounds
S-2021-120852,23/07/2021 11:55,Term 3,Violence,Regional North and West,Bathurst,Assault,,Threat / Intimidation / Offens. Conduct,An executive staff member reports injuries sustained by a student after being assaulted by a student who displayed threatening behaviour on school grounds. First aid applied. Parents notified. Police contacted. Support is in place.,1,On workplace grounds
S-2021-120856,23/07/2021 11:57,Term 3,Emergency Situation,Rural South and West,Queanbeyan,Utility Failure,,,Executive staff reports utility failure of electricity and water supply in the school grounds due to an electricity device malfunction. School has supply of water bottles and no further issues reported. External service was called and has rectified the issue. School remains operational. Director Educational Leadership is aware.,1,On workplace grounds
S-2021-121092,23/07/2021 14:40,Term 3,Violence,Regional North and West,Hastings,Assault,,Possession of a Weapon,A staff member reported a student allegedly assaulted another student with a weapon on school grounds. ##### of the students sustained an injury and first aid was administered. An ambulance and parent were contacted. The injured student was conveyed to hospital. Parent indicated intentions to report the matter to police. Supports will be put in place for the students involved. An executive staff member has been notified.,1,On workplace grounds
S-2021-121134,23/07/2021 15:06,Term 3,Violence,Rural North,Grafton,Indecent Assault,,,An executive staff member reports a student has disclosed information of an incident of inappropriate behaviour that has occurred on school grounds. #### reporting has been completed. Supports are in place.,1,On workplace grounds
S-2021-121183,23/07/2021 15:34,Term 3,Welfare,Rural South and West,Wagga Wagga,Student Behaviour,,,An executive staff member reports well-being concerns after students,1,On workplace grounds
S-2021-121283,23/07/2021 16:34,Term 3,Substances,Rural South and West,Queanbeyan,Supply of a Substance,,,"An Executive staff member reports students have been found to be in #### of a substance. Parents have been notified. Police have been called and are investigating. The school is managing the matter. Supports are in place. Director, Educational Leadership will be informed.",1,On workplace grounds
S-2021-121302,23/07/2021 16:53,Term 3,Violence,Regional South,Goulburn,Indecent Assault,,,"Executive staff reports that a student displayed inappropriate behaviour towards another student on school grounds. Parents will be notified. The school is managing the matter and supports are in place. #### reporting has been followed. The Director, Educational Leadership will be made aware.",1,On workplace grounds
S-2021-121408,26/07/2021 9:46,Term 3,Welfare,Metropolitan South and West,Sutherland,Student Welfare Concerns,Absconding / Missing Student,,An executive reports that a student absconded off school grounds over the weekend. The Parent contacted the school to inform them. Supports will be put in place for the student. The executive staff is aware.,1,On workplace grounds
S-2021-121477,26/07/2021 10:10,Term 3,Violence,Regional South,Goulburn,Assault,,,"An executive staff member reports of ongoing organised physical altercations amongst students on school grounds. Parents and Police have been informed. The school is managing the matter and will continue to investigate. Video footage has been shared amongst students on a social media platform. Media unit will be notified. Director, Educational Leadership is aware.",1,On workplace grounds
S-2021-121516,26/07/2021 10:38,Term 3,Violence,Rural North,Wollumbin,Indecent Assault,,,Executive staff reports inappropriate behaviour of a student towards another student on school grounds. #### reporting was followed. #####.,1,On workplace grounds
S-2021-121682,26/07/2021 12:55,Term 3,Violence,Regional North and West,Maitland,Indecent Assault,,,Executive staff reports inappropriate behaviour of a student towards another student. #### reporting was followed. #####,1,On workplace grounds
S-2021-121891,26/07/2021 15:30,Term 3,Welfare,Rural North,Peel,Student Welfare Concerns,Absconding / Missing Student,,"An Executive staff member reports welfare concerns for a missing student. Parent is aware. Next of kin will be contacted. Police will be advised. Director, Educational Leadership will be made aware.",1,On workplace grounds
S-2021-121934,26/07/2021 15:49,Term 3,Violence,Metropolitan North,The Forest,Indecent Assault,,Problematic and Harmful Sexualised Behaviour,School reports of a student engaging in a series of inappropriate behaviours. MR process has been followed. Parents have been notified. Executive staff are aware of the incidents. Supports are to be established. #####,1,On workplace grounds
S-2021-121970,26/07/2021 16:12,Term 3,Violence,Regional North,Callaghan,Assault,,,"An executive staff member reports ####  students have sustained injuries after being involved in a physical altercation on school grounds. The incident was filmed. First-aid applied. Parents were notified. Media Unit will be notified. Supports are in place. Director, Educational Leadership will be informed.",1,On workplace grounds
S-2021-122009,26/07/2021 16:43,Term 3,Violence,Regional North,Lake Macquarie West,Allegations Of Sexual Assault,,,School reports of a student engaging in inappropriate conduct upon another student on school grounds. ### process has been followed. School executive staff are aware of the matter. Parents have been notified of the incident. Suppports are to be put into place. CWU#######,1,On workplace grounds
S-2021-122094,27/07/2021 9:28,Term 3,Violence,Rural North,Clarence Valley,Assault,,,Employee reports an assault by #### students off school grounds. Police have been notified. Parents have been notified. Executive staff are aware.,1,Off site activity
S-2021-122132,27/07/2021 10:08,Term 3,Violence,Connected Communities,Connected Communities Team 1,Assault,,,"An Executive staff member reports a physical altercation between students that occurred on school grounds. ####  students were acting in a threatening manner. School was placed into lock down. Police called and attended. First aid was not sought. Lock down was released after Police attendance. Parents were notified. School is managing the matter. Supports are in place. Director, Educational Leadership is aware.",1,On workplace grounds
S-2021-122191,27/07/2021 11:21,Term 3,Welfare,Rural North,Peel,Student Behaviour,,Self Harm,An executive staff member reports a students behaviour on school grounds. Staff spent time trying to calm the student. No physical injuries sustained. Parents contacted and the student was picked up. #### Reporting to follow. Internal and external supports are currently in place for the student.,1,On workplace grounds
S-2021-122608,27/07/2021 15:12,Term 3,Welfare,Connected Communities,Connected Communities Team 1,Student Behaviour,,,"An executive staff member reports numerous students displayed aggressive and threatening behaviour on school grounds and lock-down was implemented. Police were notified and attended and lock-down was lifted shortly after. Parents notified. Support is in place for all students and staff. Director, Educational Leadership is aware.",1,On workplace grounds
S-2021-122812,27/07/2021 16:41,Term 3,Violence,Regional North and West,Lithgow,Assault,,,"An executive staff member reports ####  students were involved in a physical altercation that was filmed on school grounds. First aid was administered. Parents of ##### students were notified and ##### students left school grounds. The school will manage the matter at a local level. Supports will be provided to ##### students. Media Unit and Director, Educational Leadership will be notified.",1,On workplace grounds
S-2021-122919,28/07/2021 8:39,Term 3,Violence,Regional North and West,Lithgow,Assault,,,"An executive reports a student assaulted another student on school grounds. First aid applied. Parents and Police have been contacted. Support is being arranged. Director, Educational Leadership will be informed.",1,On workplace grounds
S-2021-122923,28/07/2021 8:45,Term 3,Violence,Regional North and West,Macquarie,Allegations Of Sexual Assault,,,"Executive staff reports a family member informed the school that a student was allegedly #### assaulted by another student on school grounds. Supports will be organised and put in place for the student. Police have been contacted. #### reporting will be followed. Director, Educational Leadership is aware.",1,On workplace grounds
S-2021-123103,28/07/2021 10:25,Term 3,Violence,Rural South and West,Mitchell,Assault,,,"A staff member reports injuries sustained by students and staff following an assault involving multiple students on school grounds. Lock-down was implemented. First aid applied. Parents and emergency services advised. Ambulance conveyed students to hospital. Parents conveyed students home. Lock-down was lifted and school operations resumed. Director, Educational Leadership is aware.",1,On workplace grounds
S-2021-123493,28/07/2021 15:13,Term 3,Welfare,Regional South,Lake Illawarra South,Student Welfare Concerns,Student Personal Traumatic Incident,,An executive staff member reports student well-being concerns following the #### of numerous school #### on school grounds.,1,On workplace grounds
S-2021-123653,28/07/2021 16:54,Term 3,Violence,Rural South and West,Wagga Wagga,Assault,,,"An Executive staff member reports student have been involved in a physical altercation on school grounds. First aid was not required. Parents were notified. The school is managing the matter. Supports are in place. Director, Educational Leadership will be made aware.",1,On workplace grounds
S-2021-123730,29/07/2021 9:28,Term 3,Welfare,Regional North and West,Great Lakes,Attempted Suicide,,,An employee reports a student attempted #### on school grounds. Supports are in place and the school is managing the matter. #### reporting has been followed. Parents were contacted and Executive staff are aware.,1,On workplace grounds
S-2021-124091,29/07/2021 13:51,Term 3,Violence,Rural South and West,Cowra,Allegations Of Sexual Assault,,Student Welfare Concerns,"An executive staff member reports student well-being concerns following allegations of #### assault off school grounds. Parent notified. Police informed. ####  guidelines have been followed. Support is in place for impacted students. Director, Educational Leadership is aware.",1,On workplace grounds
S-2021-124168,29/07/2021 14:51,Term 3,Welfare,Rural North,Clarence Valley,Attempted Suicide,,,An executive staff member reports well-being concerns for a student who attempted #### on school grounds. First aid applied. Parents notified. Ambulance contacted and conveyed the student to hospital. Support is in place.,1,On workplace grounds
S-2021-124169,29/07/2021 14:51,Term 3,Welfare,Rural North,Clarence Valley,Attempted Suicide,,,An employee reports a student has made a #### attempt on school grounds. An ambulance was called. Parents were notified. The student was conveyed to hospital via ambulance. Supports are in place. #### reporting will be followed. School Executive staff are aware.,1,On workplace grounds
S-2021-124223,29/07/2021 15:22,Term 3,Violence,Connected Communities,Connected Communities Team 1,Assault,,,"An executive staff member reports that multiple students have physically assaulted another student on school grounds. Staff intervened. Staff spent time trying to calm the students. Police report to be made. Parents have been notified of the incident. Supports are currently being organised. Director, Educational Leadership is aware.",1,On workplace grounds
S-2021-124245,29/07/2021 15:34,Term 3,Violence,Rural South and West,Wagga Wagga,Assault,,,"An executive staff member reports students involved in an assault on school grounds. First aid not required. Students filmed the incident and disseminated footage online. Parents and carers were notified and conveyed students home. Media unit informed. Support is in place. Director, Educational Leadership will be notified.",1,On workplace grounds
S-2021-124589,30/07/2021 10:30,Term 3,Emergency Situation,Rural South and West,Deniliquin,Utility Failure,,,"Executive staff member reports of a utility failure on school grounds. School remains fully operational. No injuries sustained. School will manage the matter and contact the utility provider. Director, Educational Leadership will be notified.",1,On workplace grounds
S-2021-124604,30/07/2021 10:35,Term 3,Welfare,Rural South and West,Hume,Student Behaviour,,,"An Executive staff member reports a student has sustained an injury on school grounds while participating in an act of student behavior with other students. First aid was administered. An ambulance was called. Parents notified. The student was conveyed to hospital via ambulance. The school is managing the matter. Supports are in place. Director, Educational Leadership is aware.",1,On workplace grounds
S-2021-124656,30/07/2021 11:01,Term 3,Violence,Rural South and West,Albury,Indecent Assault,,,"An Executive staff member reports a student disclosed an ##### assault on school grounds. Supports are in place, #### reporting has been followed. Parents have been contacted and Director, Educational Leadership are aware.",1,On workplace grounds
S-2021-124807,30/07/2021 12:25,Term 3,Violence,Rural South and West,Cowra,Assault,,,"An Executive staff member reports a physical assault between students that occurred on school grounds. Parents have been contacted. Supports are in place. Director, Educational, Leadership will be made aware.",1,On workplace grounds
S-2021-124865,30/07/2021 13:05,Term 3,Welfare,Rural South and West,Gundagai,Student Behaviour,,,"An executive reports an incident involving student behaviour on school grounds. Emergency services were called and Police attended the school. Paramedics conveyed the student to hospital escorted by a staff member. Parents notified. Supports are in place. Director, Educational Leadership has been informed.",1,On workplace grounds
S-2021-125013,30/07/2021 14:32,Term 3,Violence,Regional North and West,Mudgee,Allegations Of Sexual Assault,,,A student has made a #### of an alleged #### assault. #### reporting has been followed. Supports are in place.,1,On workplace grounds
S-2021-125148,30/07/2021 15:38,Term 3,Violence,Regional North,Lake Macquarie North,Assault,,Student Welfare Concerns,Executive staff member reports an assault between ####  students offsite. No first aid administered. Parents have been notified. Executive staff are aware.,1,Off site activity
S-2021-125196,30/07/2021 16:11,Term 3,Violence,Rural North,Peel,Assault,,Possession of a Weapon,An executive staff member reported student made a #### on school grounds about an incident that occurred off school grounds. Police were contacted. An ##### has been made. Supports are available to the student involved. All #### reporting will be followed. The Director of Educational Leadership will be notified.,1,On workplace grounds
S-2021-125210,30/07/2021 16:21,Term 3,Substances,Regional North,Callaghan,Possession of a Substance,,Child Protection,"An executive staff member reports that multiple students were in possession of a substance on school grounds. The substance was obtained from an unknown individual off school grounds, through a social media application. Parents have been notified. Media Unit have been notified. #### Reporting was followed. Supports are currently being organised for all students and parents. Director, Educational Leadership is aware.",1,On workplace grounds
S-2021-125420,2/08/2021 10:05,Term 3,Emergency Situation,Regional North and West,Macquarie,Utility Failure,,,"An Executive staff member reports a utility failure on school grounds. Fire brigade was called as a precaution. Students and staff were evacuated from school grounds. Clearance was given by fire brigade to resume normal operations. The school is managing the matter. Director, Educational Leadership is aware.",1,On workplace grounds
S-2021-125489,2/08/2021 10:46,Term 3,Emergency Situation,Regional North and West,Lithgow,Utility Failure,,,"Execuitve staff member reports of a utility failure affecting schools water supply. External agencies are on site to restore as soon as possible. School is operational at this stage. Director, Educational Leadership is aware.",1,On workplace grounds
S-2021-125793,2/08/2021 14:17,Term 3,Violence,Regional North and West,Macquarie,Assault,,,"An executive staff member reports that a student has physically assaulted another student on school grounds. First aid administered. Parents were contacted and notified of the incident. Internal and external supports are in place for the student. The school is continuing to manage the matter. Director, Educational Leadership is aware.",1,On workplace grounds
S-2021-125865,2/08/2021 14:47,Term 3,Welfare,Rural South and West,Albury,Attempted Suicide,,,"An executive staff member reports wellbeing concerns for a student who has attempted #### on school grounds. First aid applied and an Ambulance was called. Paramedics conveyed the student to hospital. Parents notified. Supports will be arranged. #### reporting has been followed. Director, Educational Leadership has been informed.",1,On workplace grounds
S-2021-125930,2/08/2021 15:36,Term 3,Violence,Rural South and West,Wagga Wagga,Assault,,Threat / Intimidation / Offens. Conduct,"An Executive staff member reports a physical assault and threats between multiple students on school grounds. Staff intervened. Lock down was implemented and released. The incident escalated. The school was placed into lock down. Police notified and attended. Lock down was released. First aid was offered. Parents notified. The school is managing the matter. Supports are in place. Director, Educational Leadership is aware.",1,On workplace grounds
S-2021-126031,2/08/2021 16:42,Term 3,Welfare,Rural South and West,Temora,Student Welfare Concerns,Absconding / Missing Student,Student Behaviour,"An executive staff reports a concern regarding a student's behaviour that escalated off school grounds. The student has absconded from their home. The student's whereabouts is unknown at this stage. Police were contacted and will be investigating the matter. Director, Educational Leadership was informed.",1,On workplace grounds
S-2021-126163,3/08/2021 10:09,Term 3,Welfare,Rural North,Clarence Valley,Attempted Suicide,,,An Executive staff member reports welfare concerns for a student following a #### attempt off school grounds. Parents are aware. Supports will be implemented. #### Reporting has been completed. Director Educational Leadership is aware.,1,On workplace grounds
S-2021-126175,3/08/2021 10:19,Term 3,Malicious Use of Technology,Regional North,Blue Mountains,Nuisance Use of Technology,,,Executive staff reports concerns in the workplace following use of a social media platform by parents. Supports are in place. Director Educational Leadership will be notified. Media Unit will be contacted.,1,On workplace grounds
S-2021-126193,3/08/2021 10:30,Term 3,Welfare,Rural North,Peel,Attempted Suicide,,Suicidal Intentions,"An Executive staff member reports a wellbeing concern for a student following an incident on school grounds. Parents have been notified. Emergency services have been contacted and student conveyed to hospital. Supports are in place for students and staff involved. #### ###### Guidelines will be followed. Director, Educational, Leadership will be made aware.",1,On workplace grounds
S-2021-126506,3/08/2021 14:08,Term 3,Violence,Regional North and West,Macquarie,Assault,,,"An executive staff member reports ####  students physically assaulted ####  students on school grounds. Police and Paramedics contacted. First aid administered. Parents contacted, collecting students from school grounds. Supports are in place.",1,On workplace grounds
S-2021-126691,3/08/2021 15:34,Term 3,Violence,Rural South and West,Deniliquin,Assault,,,"An executive staff member reports a student sustained injuries after being assaulted by another student on school grounds. First aid was administrated. Emergency services were contacted and the student was conveyed to hospital via ambulance for further medical treatment. Police were contacted and will manage the matter. Parents of ##### students were notified. Supports will be provided to ##### students and Director, Educational Leadership will be notified.",1,On workplace grounds
S-2021-126887,4/08/2021 8:23,Term 3,Emergency Situation,Rural North,Northern Tablelands,Flood,,,"Director, Educational Leadership reports a school is non operational due to adverse weather conditions. All parents and staff are aware. No staff or students are onsite.",1,On workplace grounds
S-2021-127454,4/08/2021 15:01,Term 3,Welfare,Rural South and West,Hume,Student Behaviour,,Student Welfare Concerns,"An employee reports a students behaviour on school grounds. No physical injuries sustained. Police and Ambulance were contacted. Parents were contacted and have picked the student up. Supports are in place for staff and students. Director, Educational Leadership are aware.",1,On workplace grounds
S-2021-127549,4/08/2021 15:43,Term 3,Violence,Regional North,Port Stephens,Assault,,Staff Welfare Concerns,"An executive staff member reports multiple injuries sustained by a student who was assaulted by a group of students on school grounds. The incident was filmed and footage has been disseminated by students. First aid applied. Parents notified. Ambulance contacted and conveyed the student to hospital. Police notified. Support is in place. Media Unit will be informed. Director, Educational Leadership is aware.",1,On workplace grounds
S-2021-127550,4/08/2021 15:43,Term 3,Violence,Rural South and West,Narrandera,Assault,,,An Executive staff member reports a student physically assaulted another student on school grounds. Parents have been notified. First aid not required. Media Unit will be advised. Supports are in place for students. School is managing the matter.,1,On workplace grounds
S-2021-127588,4/08/2021 16:09,Term 3,Violence,Rural South and West,Queanbeyan,Indecent Assault,,,Executive staff member reports ##### assault involving ##### students on school grounds. Police have been notified. Parents have been notified. Executive staff are aware. Director of educational leadership is yet to be notified.,1,On workplace grounds
S-2021-127603,4/08/2021 16:28,Term 3,Violence,Regional North,Cessnock,Assault,,,"Executive staff member reports a student sustained injuries after being assaulted by another student on school grounds. First aid was applied. Parents were informed and collected the injured student. Medical treatment has been sought. The school is managing the matter and supports will be put in place. The incident was filmed and shared on multiple social media networks. Media unit and Director, Educational Leadership will be informed.",1,On workplace grounds
