Case Number,Date/Time Opened,Term ,Incident Group,Operational Directorate,Principal Network Name,Primary Category,Primary Sub-Category,Secondary Category,Summary of the Incident (External Distribution),Incident Priority Rating,Incident Occurred
S-2023-525262,19/06/2023 12:20,Term 2,Weapon,Rural North,Armidale,Possession of a Weapon,,,Executive staff member reports a student was found in possession of a weapon on school grounds. No injuries sustained. Parents were called to collect the student. Police will be called. Supports are in place. Director Educational Leadership will be notified.,1,On workplace grounds
S-2023-525290,19/06/2023 12:28,Term 2,Violence,Regional South,Lake Illawarra North,Assault,,,"Executive staff member reports a student was assaulted by a former student on school grounds. First aid was offered but not required. Police and parent notified. Supports are in place. Media unit will be notified. Director, Educational Leadership will be made aware.",1,On workplace grounds
S-2023-525347,19/06/2023 12:44,Term 2,Violence,Metropolitan North,Cambridge Park,Assault,,,"An executive staff member reports a student assaulted an employee on school grounds. First aid was administered and the employee remained at school. Parents were notified and the student left school grounds. The school have managed the matter. Supports are in place for the student and staff who were impacted. The Director, Educational Leadership will be notified.",1,On workplace grounds
S-2023-525399,19/06/2023 12:59,Term 2,Weapon,Regional North,Brisbane Water,Possession of a Weapon,,Child Protection,"An executive employee reports welfare concerns for a student who was found in possession of a weapon on school grounds. Parents were notified. Police have been notified. Supports are in place. The school is managing the matter. ##### has been followed. Director, Educational Leadership will be notified.",1,On workplace grounds
S-2023-525541,19/06/2023 13:48,Term 2,Welfare,Metropolitan South and West,Woronora River,Student Behaviour,,,"An executive employee reports an incident on school grounds due to a students behaviour. Supports in place. First aid to be administered. Parents contacted and collected the student. Director, Educational Leadership to be notified.",1,On workplace grounds
S-2023-525546,19/06/2023 13:49,Term 2,Welfare,Regional South,Lake Illawarra North,Problematic and Harmful Sexualised Behaviour,,,"Executive staff member reports concerns due to ##### student engaging in problematic, harmful #####ised behaviour on school grounds. No injuries. Police will be called. ##### will be followed. Supports to be organised. Director Educational Leadership will be notified.",1,On workplace grounds
S-2023-525613,19/06/2023 14:09,Term 2,Welfare,Regional North,Callaghan,Suicidal Intentions,,Indecent Assault,"An executive staff member reports a student disclosed ##### intentions on school grounds. Ambulance was contacted and conveyed student to hospital. Carers were notified. ##### has been followed. Director, Educational Leadership to be notified.",1,On workplace grounds
S-2023-525632,19/06/2023 14:13,Term 2,Violence,Metropolitan South,Beverly Hills,Threat / Intimidation / Offens. Conduct,,,An employee reports a student has threatened them on school grounds. No physical injuries sustained. Supports to be implemented. Executive staff aware.,1,On workplace grounds
S-2023-525718,19/06/2023 14:40,Term 2,Welfare,Connected Communities Team 3,Connected Communities Team 3,Problematic and Harmful Sexualised Behaviour,,,"An executive staff member reports student welfare concerns following an incident of problematic and harmful #####ised behaviour on school grounds. Parent is aware. ##### has been followed. Director, Educational Leadership is aware. #####",1,On workplace grounds
S-2023-525890,19/06/2023 15:23,Term 2,Weapon,Regional South,Wollongong North,Possession of a Weapon,,,"An employee reports a student was found in possession of a weapon on school grounds. The weapon was confiscated and secured. No injuries were sustained. Parents and police were notified. The Director, Educational Leadership is aware.",1,On workplace grounds
S-2023-525912,19/06/2023 15:30,Term 2,Welfare,Regional North,Hawkesbury,Traffic Accident,,,An Employee reports a student was involved in a traffic accident on school grounds. Ambulance and Police were contacted. The student will be conveyed to Hospital. Parents and Executive staff are aware.,1,On workplace grounds
S-2023-526057,19/06/2023 16:08,Term 2,Violence,Metropolitan North,Cambridge Park,Assault,,Threat / Intimidation / Offens. Conduct,"Executive staff reports a student assaulted a carer and staff, and threatened a student on school grounds. Police and carer called. No injuries were sustained. Supports are in place. Director, Educational Leadership is being notified.",1,On workplace grounds
S-2023-526072,19/06/2023 16:12,Term 2,Violence,Metropolitan South and West,St Andrews,Threat / Intimidation / Offens. Conduct,,,"An executive employee reports a student displayed threatening behaviour on school grounds. Police contacted. Parents contacted. Supports in place. Director, Educational Leadership to be notified.",1,On workplace grounds
S-2023-526171,19/06/2023 16:42,Term 2,Violence,Metropolitan North,The Forest,Threat / Intimidation / Offens. Conduct,,,"An executive staff member reports a student from a neighbouring school has displayed concerning behaviour. Director, Educational Leadership is aware.",1,On workplace grounds
S-2023-526213,19/06/2023 16:59,Term 2,Violence,Metropolitan North,Ryde,Indecent Assault,,Child Protection,"An executive employee reports student welfare concerns due to an incident on school grounds. ##### to be completed. Police to be contacted. Director, Educational Leadership to be notified.",1,On workplace grounds
S-2023-526284,19/06/2023 19:14,Term 2,Welfare,Regional South,Batemans Bay,Problematic and Harmful Sexualised Behaviour,,,Executive staff member reports a student displayed inappropriate behaviour on school grounds. ##### has been followed. #####,1,On workplace grounds
S-2023-526456,20/06/2023 9:01,Term 2,Welfare,Metropolitan North,The Hills,Problematic and Harmful Sexualised Behaviour,,,Executive staff reports concerns in the school grounds following an incident of students involved taking an inappropriate image on a device without consent and sharing the image with others. ##### has been followed. Parents were informed. Police was contacted. Media Unit will be contacted. Supports are in place. School is managing at a local level. Director to be notified.,1,On workplace grounds
S-2023-526518,20/06/2023 9:32,Term 2,Violence,Metropolitan South and West,Liverpool,Assault,,,"Executive staff member reports a community member assault on a student on school grounds. First aid was applied. Parents will be notified. Police will be notified. Director, Educational Leadership is aware.",1,On workplace grounds
S-2023-526681,20/06/2023 10:52,Term 2,Weapon,Regional South,Lake Illawarra South,Possession of a Weapon,,,"Executive staff member reports a student in possession of a weapon on school grounds. Item has been secured. Police will be notified. Parents will be notified. Director, Educational Leadership will be made aware.",1,On workplace grounds
S-2023-526817,20/06/2023 11:59,Term 2,Weapon,Regional North and West,Bathurst,Possession of a Weapon,,,"An Executive staff member reports a student was found in possession of a weapon on school grounds. The weapon has been confiscated and police will be notified. Parents were contacted and collected the student. Director, Educational Leadership will be notified.",1,On workplace grounds
S-2023-526894,20/06/2023 12:35,Term 2,Violence,Regional South,Lake Illawarra North,Indecent Assault,,,"An Executive reports well-being concerns for a student following an allegation of an ##### Assault by another student occurred on school grounds. No reported injuries. ##### has been followed. Director, Educational Leadership has been informed. #####",1,On workplace grounds
S-2023-526905,20/06/2023 12:38,Term 2,Welfare,Regional South,Lake Illawarra North,Problematic and Harmful Sexualised Behaviour,,,"Executive staff member reports concerns due to ##### student engaging in problematic, harmful #####ised behaviour on school grounds. No injuries. Police have been called. ##### was followed. Supports to be organised. Parents have been notified. Director Educational Leadership has been notified.",1,On workplace grounds
S-2023-526947,20/06/2023 12:45,Term 2,Welfare,Connected Communities Team 3,Connected Communities Team 3,Student Behaviour,,,"Executive staff member reports concerns due to the behaviour of a student on school grounds. Students were evacuated to a safer area. Emergency services were called and attended school. No injuries were sustained. Supports in place. The school remains operational. Director, Educational Leadership is aware.",1,On workplace grounds
S-2023-527044,20/06/2023 13:12,Term 2,Welfare,Regional South,Wollondilly,Problematic and Harmful Sexualised Behaviour,,,"An executive staff member reports student welfare concerns following an incident of problematic and harmful #####ised behaviour on school grounds. Parents are aware. ##### has been followed. Director, Educational Leadership is aware. #####",1,On workplace grounds
S-2023-527168,20/06/2023 13:50,Term 2,Welfare,Metropolitan South,Marrickville,Problematic and Harmful Sexualised Behaviour,,,An executive staff member reports student welfare concerns following an incident of problematic and harmful #####ised behaviour on school grounds. Parents have been notified. ##### has been followed. #####,1,On workplace grounds
S-2023-527190,20/06/2023 13:56,Term 2,Welfare,Regional North and West,Great Lakes,Problematic and Harmful Sexualised Behaviour,,,An executive staff member reports a student has displayed inappropriate behaviour towards another student on school grounds. No physical injuries were sustained. Parents were notified. ##### was followed. Supports are in place for the students involved.,1,On workplace grounds
S-2023-527219,20/06/2023 14:07,Term 2,Violence,Metropolitan North,Quakers Hill,Assault,,,"An executive reports a student was assaulted by another student on school grounds. First aid was administered. Parents were notified and has sought further medical attention. Police will be notified. Supports are in place. Director, educational leadership will be notified.",1,On workplace grounds
S-2023-527244,20/06/2023 14:13,Term 2,Welfare,Regional South,Wollongong,Problematic and Harmful Sexualised Behaviour,,,"An executive staff member reports that a student has displayed problematic and harmful #####ised behaviour on school grounds. Parents will be notified. Emergency services will be notified. ##### will be followed. Director, Educational Leadership has been notified.",1,On workplace grounds
S-2023-527394,20/06/2023 14:54,Term 2,Violence,Rural South and West,Albury,Assault,,Problematic and Harmful Sexualised Behaviour,An employee reports an incident on school grounds due to a students behaviour. Supports in place. Parents contacted and collected the student. ##### to be completed. Executive staff are aware.,1,On workplace grounds
S-2023-527470,20/06/2023 15:14,Term 2,Violence,Regional South,Goulburn,Assault,,Nuisance Use of Technology,"Executive staff reports ##### students were involved in a physical altercation on school grounds. First aid was administered. Parent/carer and ambulance were called. A student was transported to hospital by ambulance for treatment. Police has been contacted. Supports in place. Media unit to be notified. Director, Educational Leadership to be notified.",1,On workplace grounds
S-2023-527581,20/06/2023 15:40,Term 2,Weapon,Metropolitan North,Mount Druitt,Possession of a Weapon,,,"An executive employee reports a student in possession of a weapon on school grounds. No injuries sustained. Police will be contacted. Parents were advised and student was collected from school grounds. Supports will be implemented. Director, Educational Leadership is aware.",1,On workplace grounds
S-2023-527604,20/06/2023 15:45,Term 2,Violence,Regional North,Port Stephens,Assault,,,A staff member reports ##### students were involved in a physical altercation on school grounds. First aid was administered. Parents notified. Supports in place. Executive staff are aware.,1,On workplace grounds
S-2023-527622,20/06/2023 15:48,Term 2,Emergency Situation,Metropolitan South and West,Fairfield,Utility Failure,,,"An employee reports a utility failure on school grounds. The area has been isolated. The school will continue to manage the matter. Director, Educational Leadership is aware.",1,On workplace grounds
S-2023-527705,20/06/2023 16:06,Term 2,Violence,Metropolitan South and West,Glenfield,Assault,,,"An Executive staff member reports ##### students physically assaulted another student on school grounds. No first aid administered. Supports to be put into place. Parents notified. Media Unit will be contacted. Director, Educational Leadership will be made aware.",1,On workplace grounds
S-2023-527740,20/06/2023 16:14,Term 2,Violence,Rural North,Lismore,Indecent Assault,,Staff Welfare Concerns,"Executive staff reports allegations of ##### assault involving a student on school grounds. Police have been notified. Supports are in place. Director, Educational Leadership is aware.",1,On workplace grounds
S-2023-527810,20/06/2023 16:36,Term 2,Violence,Metropolitan South and West,Woronora River,Threat / Intimidation / Offens. Conduct,,,"An executive employee reports a student displayed threatening behaviour on school grounds. No injuries sustained. Parents to be notified. Supports in place. Director, Educational Leadership to be notified.",1,On workplace grounds
S-2023-527844,20/06/2023 16:44,Term 2,Violence,Regional North,Hawkesbury,Assault,,,"An executive employee reports multiple students were involved in a physical altercation on school grounds. No first aid administered. Parents were contacted. Students remained on school grounds. Police and Media unit will be informed. The school is managing the matter. Director, Educational Leadership will be notified.",1,On workplace grounds
S-2023-527845,20/06/2023 16:45,Term 2,Weapon,Regional North and West,Hunter,Possession of a Weapon,,Threat / Intimidation / Offens. Conduct,"An executive staff member reports that a student was in possession of a weapon and displayed a threatening manner towards another student on school grounds. No injuries sustained. Parents will be informed. Support is in place. Police to be contacted. The school is still managing the matter. Director, Educational Leadership will be informed.",1,On workplace grounds
S-2023-527846,20/06/2023 16:45,Term 2,Violence,Regional North and West,Mudgee,Assault,,,"An executive staff member sustained an injury due to a physical altercation between ##### students on school grounds. First aid was not required. The incident was filmed and shared on the social media platform by ##### students. Parents of all the involved students were notified. Police were notified. Media Unit was notified. Support is in place. School continues to manage the matter. Director, Educational Leadership will be notified.",1,On workplace grounds
S-2023-527871,20/06/2023 16:52,Term 2,Violence,Regional North and West,Coffs Harbour,Assault,,Nuisance Use of Technology,"An executive staff member reports a student assaulted a student on school grounds. The incident was filmed by multiple students. Police and parents were contacted. Media unit will be notified. Director, Educational Leadership to be notified.",1,On workplace grounds
S-2023-528084,21/06/2023 9:04,Term 2,Welfare,Regional North and West,Wambuul-Macquarie,Student Behaviour,,,"An executive staff member has reported a student behaviour incident on school grounds, Emergency services attended and managed the matter. Supports are in place. The Director of Educational Leadership will be notified.",1,On workplace grounds
S-2023-528096,21/06/2023 9:13,Term 2,Welfare,Rural North,Namoi,Student Welfare Concerns,Absconding / Missing Student,Supply of a Substance,"An executive staff member reports a student who absconded from school grounds has potentially engaged in the supply of a substance. Police and parents have been contacted. ##### will be followed. Director, Educational Leadership to be notified.",1,On workplace grounds
S-2023-528153,21/06/2023 9:32,Term 2,Emergency Situation,Metropolitan North,North Sydney,Structural Fire,,,Executive staff member reports a fire on school grounds. No injuries were sustained. Fire and Rescue will be contacted. Asset management will be notified. Director Educational Leadership will be made aware.,1,On workplace grounds
S-2023-528164,21/06/2023 9:39,Term 2,Violence,Regional North,Cessnock,Assault,,,"An employee reports a student assaulted another student on school grouds. First aid was administered, Parents were called and students were collected. Supports are in place. Executive satff aware.",1,On workplace grounds
S-2023-528266,21/06/2023 10:13,Term 2,Welfare,Metropolitan South and West,Eastern Creek,Problematic and Harmful Sexualised Behaviour,,,"An executive staff member reports student welfare concerns following an incident of problematic and harmful #####ised behaviour on school grounds. ##### has been followed. Director, Educational Leadership is aware. #####",1,On workplace grounds
S-2023-528293,21/06/2023 10:29,Term 2,Welfare,Metropolitan North,Carlingford,Problematic and Harmful Sexualised Behaviour,,,Executive staff member reports a student displayed inappropriate behaviour on school grounds. ##### has been followed. #####,1,On workplace grounds
S-2023-528324,21/06/2023 10:40,Term 2,Welfare,Metropolitan South and West,Woronora River,Student Behaviour,,,An employee reports a student physically impacted another student on school grounds. First aid was sought. An Ambulance was contacted and the student was conveyed to Hospital. Parents and Executive staff are aware.,1,On workplace grounds
S-2023-528389,21/06/2023 11:09,Term 2,Welfare,Rural South and West,Queanbeyan,Problematic and Harmful Sexualised Behaviour,,,"An Executive employee reports ##### students have been impacted by an incident of inappropriate behaviour during a school camp. Parents have been notified. Supports are in place. ##### has been followed. Director, Educational, Leadership will be made aware",1,Excursion
S-2023-528436,21/06/2023 11:22,Term 2,Violence,Connected Communities Team 1,Connected Communities Team 1,Threat / Intimidation / Offens. Conduct,,Child Protection,"Executive staff member reports a student threat and intimidation toward a staff member at an off site activity. Police were notified and have attended. Student conveyed by police to local station. Supports are in place. Carer is aware. ##### is being followed. Director, Educational Leadership will be made aware.",1,Off site activity
S-2023-528485,21/06/2023 11:44,Term 2,Welfare,Rural North,Peel,Student Welfare Concerns,Absconding / Missing Student,,Executive staff member reports ##### students have absconded from an off site activity. Police parents and carers have been notified. Director Educational Leadership will be notified.,1,Excursion
S-2023-528548,21/06/2023 12:17,Term 2,Emergency Situation,Metropolitan South and West,Chipping Norton,Utility Failure,,,"An executive staff member reports a utility failure occurred on school grounds. The issue has been resolved. Emergency services were not required. There has been no impact to school operations. Asset Management Unit has been notified. Director, Educational Leadership has been notified.",1,On workplace grounds
S-2023-528608,21/06/2023 12:35,Term 2,Emergency Situation,Rural South and West,Queanbeyan,Utility Failure,,,An employee reports a utility failure on school grounds. No injuries sustained. Asset Management Unit have been informed. The school is managing the matter. Executive staff are aware.,1,On workplace grounds
S-2023-528700,21/06/2023 12:57,Term 2,Weapon,Regional North and West,Hastings,Possession of a Weapon,,,"An executive staff member reports a student was found in possession of weapons on school grounds. The weapons were confiscated. Parents were notified. Police to be contacted. Director, Educational Leadership to be notified.",1,On workplace grounds
S-2023-528703,21/06/2023 12:58,Term 2,Violence,Rural South and West,Orange,Threat / Intimidation / Offens. Conduct,,,A staff member expressed a wellbeing concern due to a student who displayed a threatening behaviour on school grounds. The staff member was aware of the available support. Parents will be notified. Support is in place. School continues to manage the matter. An executive staff member was notified.,1,On workplace grounds
S-2023-528721,21/06/2023 13:02,Term 2,Welfare,Connected Communities Team 3,Connected Communities Team 3,Student Behaviour,,,Executive staff reports concerns in the workplace following incidents that occurred involving a student's behaviour. Supports are in place. Police and ambulance were called. Director was notified. School is managing at a local level.,1,On workplace grounds
S-2023-528722,21/06/2023 13:02,Term 2,Violence,Regional North and West,Hunter,Assault,,Unauthorised Entry / Trespass,A student has assaulted another student on school grounds. First aid was administered. Parents have been informed. The incident was filmed. Media unit will be contacted. Police have been notified. The school is managing the matter and supports are in place. Executive staff are aware.,1,On workplace grounds
S-2023-528765,21/06/2023 13:17,Term 2,Violence,Metropolitan South,Bondi,Assault,,Student Behaviour,An employee reports a student has displayed aggressive behaviour and assaulted staff on school grounds. No first aid administered. Parents notified and collected student. Supports to be implemented. Executive staff aware.,1,On workplace grounds
S-2023-528956,21/06/2023 14:15,Term 2,Malicious Use of Technology,Metropolitan South and West,Eastern Creek,Sexting,,Nuisance Use of Technology,"Executive staff member reports students engaged in sexting and nuisance use of technology off school grounds via social media. Parents have been notified. ##### has been followed. Director, Educational Leadership is aware. #####",1,Excursion
S-2023-528995,21/06/2023 14:30,Term 2,Weapon,Connected Communities Team 2,Connected Communities Team 2,Possession of a Weapon,,,Employee advises a student was in possession of a weapon on school grounds. No injuries. Weapon has been secured by staff. Parents will be called. Executive staff are aware.,1,On workplace grounds
S-2023-529077,21/06/2023 14:57,Term 2,Welfare,Regional South,Lake Illawarra North,Student Behaviour,,,"An employee reports that a student has displayed an offensive behaviour towards another student on school grounds. No injuries sustained. Multiple students and staff were impacted as a result. Lockdown procedures were implemented. Support is in place. Parent was notified and collected the student. Executive staff were made aware. Director, Educational Leadership will be informed.",1,On workplace grounds
S-2023-529089,21/06/2023 15:00,Term 2,Welfare,Regional South,Lake Illawarra South,Student Behaviour,,,"An executive employee reports a student displayed unsafe behaviour on school grounds. No physical injuries were sustained. Parents were notified and collected the student. Asset Management Unit will be notified. Supports are in place. The school is managing the matter. Director, Educational Leadership will be notified.",1,On workplace grounds
S-2023-529134,21/06/2023 15:14,Term 2,Violence,Regional South,Yass,Threat / Intimidation / Offens. Conduct,,,"Executive staff report welfare concerns for a student as a result of disclosures made on school grounds. Parents are aware. ##### has been followed. Police have been notified. Director, Educational Leadership has been notified. #####",1,On workplace grounds
S-2023-529202,21/06/2023 15:29,Term 2,Welfare,Regional South,Shoalhaven,Problematic and Harmful Sexualised Behaviour,,,An executive staff member reports student welfare concerns following an allegation of problematic and harmful #####ised behaviour on school grounds. ##### has been followed. #####,1,On workplace grounds
S-2023-529311,21/06/2023 15:53,Term 2,Violence,Metropolitan South,Auburn,Assault,,Unauthorised Entry / Trespass,"Executive staff report multiple students were involved in a physical altercation on school grounds. First aid administered. Parents were notified. Police to be contacted. Media unit will be informed. The school is managing the matter. Director, Educational Leadership will be made aware.",1,On workplace grounds
S-2023-529363,21/06/2023 16:10,Term 2,Weapon,Regional South,Lake Illawarra South,Possession of a Weapon,,,"An executive staff member reports that a student was in possession of a weapon on school grounds. Emergency services were called. Parents were notified. Supports to be organised. Director, Educational Leadership will be notified.",1,On workplace grounds
S-2023-529393,21/06/2023 16:23,Term 2,Violence,Metropolitan South and West,Chipping Norton,Assault,,Staff Welfare Concerns,An executive staff member reports an employee physically impacted multiple students on school grounds. No injuries reported and no first aid was required. Police will be contacted and school is currently managing the matter. Director of Educational Leadership will be notified.,1,On workplace grounds
S-2023-529445,21/06/2023 16:38,Term 2,Emergency Situation,Rural South and West,Far West,Utility Failure,,,"An executive employee reports a utility failure on school grounds. The school will continue to manage the matter. Director, Educational Leadership is aware.",1,On workplace grounds
S-2023-529449,21/06/2023 16:41,Term 2,Welfare,Regional North,Lake Macquarie North,Attempted Suicide,,,An employee reports a student attempted ##### off school grounds. The student was conveyed to Hospital. Supports are in place. ##### has been followed. Carers and Executive staff are aware.,1,On workplace grounds
S-2023-529502,21/06/2023 17:05,Term 2,Violence,Metropolitan South and West,St Andrews,Indecent Assault,,,An employee reports a students disclosure on school grounds. ##### was followed. Police were contacted. Supports are in place. Parents and Executive staff are aware.,1,On workplace grounds
S-2023-529503,21/06/2023 17:06,Term 2,Violence,Regional North,Tuggerah Lakes,Assault,,,an executive employee reports a student sustaining an injury following an assault by multiple students on school grounds. First aid administered. Parents notified and injured student was collected from school grounds. Supports will be implemented. Police will be contacted. School will continue to manage the matter.,1,On workplace grounds
S-2023-529576,22/06/2023 7:46,Term 2,Welfare,Rural South and West,Wagga Wagga,Problematic and Harmful Sexualised Behaviour,,Assault,An executive employee reports a student physically assaulted a staff member and displayed problematic and harmful #####ised behaviour on school grounds. No first aid administered. Parents have been notified. ##### to be followed. The school is managing the matter. Executive staff are aware.,1,On workplace grounds
S-2023-529610,22/06/2023 8:16,Term 2,Welfare,Metropolitan South,Georges River,Student Behaviour,,,"An executive employee reports an incident of student behaviour on school grounds. First aid administered. Parents were notified. Student remained on school grounds. Supports are in place. The school is managing the matter. Director, Educational Leadership is aware.",1,On workplace grounds
S-2023-529816,22/06/2023 9:55,Term 2,Violence,Regional South,Campbelltown,Assault,,,An Executive staff member reports a student physically assaulted another student on school grounds. First aid administered. Parents are aware. Media Unit to be informed. Supports are in place.,1,On workplace grounds
S-2023-529846,22/06/2023 10:09,Term 2,Emergency Situation,Metropolitan North,Mount Druitt,Utility Failure,,,"An executive staff reports a utility failure on school grounds. The school will continue to manage the matter. Director, Educational Leadership is aware.",1,On workplace grounds
S-2023-529874,22/06/2023 10:19,Term 2,Emergency Situation,Regional South,Yass,Utility Failure,,,An employee reports a utility failure on school grounds. Fire brigade were contacted. No injuries were sustained. Executive staff are aware.,1,On workplace grounds
S-2023-529896,22/06/2023 10:28,Term 2,Violence,Regional North and West,Great Lakes,Assault,,,An executive staff member has reported a physical altercation involving students on school ground. The Police and Media unit were notified. The school is managing the matter. Director of Educational Leadership is aware.,1,On workplace grounds
S-2023-530220,22/06/2023 12:35,Term 2,Welfare,Regional North,Lake Macquarie East,Problematic and Harmful Sexualised Behaviour,,,"Executive staff report well being concerns for a student after an incident of problematic and harmful #####ised behaviour on school grounds. Parents have been informed. Police to be contacted. ##### will be followed. Supports to be organised. Director, Educational Leadership will be notified.",1,On workplace grounds
S-2023-530239,22/06/2023 12:42,Term 2,Violence,Metropolitan South and West,Cowpasture,Assault,,,Executive staff reports a student was physically assaulted by another student on school grounds. First aid was administered. Ambulance was called and the student was conveyed to hospital. Parents were notified. Supports are in place. School is managing the matter.,1,On workplace grounds
S-2023-530262,22/06/2023 12:48,Term 2,Welfare,Connected Communities Team 1,Connected Communities Team 1,Student Behaviour,,Contact By Person Or Object,An employee reports that a student sustained an injury as a result of student behaviours on school grounds. First aid was provided. Emergency services were called. Parent was called. The student was conveyed to hospital by ambulance. Executive staff were made aware.,1,On workplace grounds
S-2023-530274,22/06/2023 12:53,Term 2,Violence,Metropolitan South,Port Jackson,Assault,,,"An executive staff member reports a student assaulted multiple staff on school grounds. Police were contacted. Parents were notified and collected the student. The employee is seeking medical treatment. Director, Educational Leadership to be notified.",1,On workplace grounds
S-2023-530293,22/06/2023 13:01,Term 2,Violence,Metropolitan South,Port Jackson,Assault,,,Employee has expressed welfare concerns in the workplace following an incident involving physical assault and damaged school properties by a student. Supports are in place. Executive staff assisted. Director is aware. School is managing at a local level.,1,On workplace grounds
S-2023-530326,22/06/2023 13:08,Term 2,Violence,Metropolitan South and West,Liverpool,Indecent Assault,,,"Executive staff member reports well-being concerns for a student following an allegation of an ##### Assault by a member of the community during an offsite activity. Supports are in place. No reported injuries. ##### will be followed. Police will be notified. Parents are aware. Director, Educational Leadership has been informed.",1,Off site activity
S-2023-530341,22/06/2023 13:11,Term 2,Violence,Regional North and West,Coffs Harbour,Threat / Intimidation / Offens. Conduct,,,"An executive staff member reports ##### students displayed threatening behaviour on school grounds. Police were contacted. Carers were contacted and collected the students. Director, Educational Leadership will be notified.",1,On workplace grounds
S-2023-530349,22/06/2023 13:15,Term 2,Weapon,Regional South,South Coast,Possession of a Weapon,,Threat / Intimidation / Offens. Conduct,A staff member reported a student was in the possession of weapon and displayed a threatening behaviour on school grounds. No injuries were sustained. The staff member and the student stayed on the school grounds. The weapon was confiscated and secured in a safe place. Police will be notified. Parents were notified. Support is in place for the staff member and the student. School continues to manage the matter. An executive staff member was notified.,1,On workplace grounds
S-2023-530387,22/06/2023 13:26,Term 2,Welfare,Rural South and West,Hume,Student Behaviour,,Student Welfare Concerns,An executive staff member reports the school is currently in a lockdown due to a students behaviour on school grounds. Emergency services were called and have attended. The school is managing the matter. Executive staff are aware.,1,On workplace grounds
S-2023-530380,22/06/2023 13:26,Term 2,Welfare,Regional South,Macarthur,Student Behaviour,,,"An Executive staff member reports an incident of student behaviour that occurred on school grounds. No injuries sustained. Parents notified and student remained at school. Supports are in place. Director, Educational Leadership to be informed.",1,On workplace grounds
S-2023-530391,22/06/2023 13:29,Term 2,Welfare,Regional North and West,Hastings,Problematic and Harmful Sexualised Behaviour,,,An executive staff member reports student welfare concerns following an incident of problematic and harmful #####ised behaviour on school grounds. Parents have been notified. ##### has been followed. #####,1,On workplace grounds
S-2023-530396,22/06/2023 13:30,Term 2,Weapon,Regional North and West,Great Lakes,Possession of a Weapon,,Student Welfare Concerns,An executive staff member reports a student was found to be in possession of a weapon on school grounds. No injuries were sustained. Police and parents will be contacted. The school is managing the matter and supports are in place.,1,On workplace grounds
S-2023-530502,22/06/2023 13:57,Term 2,Violence,Metropolitan South,Beverly Hills,Threat / Intimidation / Offens. Conduct,,Suicidal Intentions,Executive staff member reports threats of violence made towards community members by student. Student involved with substance use and has disclosed ####### and ##### intentions. Police contacted. CWU notified. Director Educational Leadership aware.,1,On workplace grounds
S-2023-530640,22/06/2023 14:33,Term 2,Violence,Regional North and West,Maitland,Assault,,,An employee reports a physical altercation between ##### students that was filmed on school grounds. First aid was administered to ##### student. Parents were notified and the students were collected. The school will manage the matter. Media unit will be notified. Executive staff are aware.,1,On workplace grounds
S-2023-530769,22/06/2023 15:10,Term 2,Violence,Rural North,Clarence Valley,Assault,,,Executive staff reports ##### students were involved in a physical altercation on school grounds. First aid administered. Ambulance and parents called. Paramedics assessed a student at school. Media unit to be notified. Supports in place. The school is managing the matter.,1,On workplace grounds
S-2023-530824,22/06/2023 15:25,Term 2,Welfare,Metropolitan North,The Ponds,Problematic and Harmful Sexualised Behaviour,,,"An executive staff member reports a student has displayed inappropriate behaviour on school grounds. Parents have been notified. ##### to be followed. Supports in place. Director, Educational Leadership to be notified.",1,On workplace grounds
S-2023-530919,22/06/2023 15:49,Term 2,Violence,Regional North and West,Hunter,Assault,,Student Welfare Concerns,Executive staff reports a student assaulted a student and absconded from school grounds. First aid administered. Police and parents called. Student was found safe and transported home with parent. Supports are in place.,1,On workplace grounds
S-2023-530986,22/06/2023 16:08,Term 2,Welfare,Rural South and West,Queanbeyan,Student Behaviour,,,Staff member reports an incident of student behaviour on school grounds. No injuries were sustained. Parents notified. Executive staff are aware.,1,On workplace grounds
S-2023-530993,22/06/2023 16:10,Term 2,Violence,Metropolitan South and West,Bungarribee,Threat / Intimidation / Offens. Conduct,,,An employee reports feeling impacted by the threatening and intimidating behaviour of a student on school grounds. Parents will be notified and the school will manage the matter. Supports are in place. Executive staff are aware.,1,On workplace grounds
S-2023-531022,22/06/2023 16:21,Term 2,Violence,Rural North,Western Plains,Assault,,,"An executive staff member reports that a student assaulted another student on school grounds. First aid was administered. Parents were notified. Emergency services were called. The students were collected from school. Supports to be organised. Media unit has been notified. Director, Educational Leadership has been notified.",1,On workplace grounds
S-2023-531035,22/06/2023 16:24,Term 2,Emergency Situation,Metropolitan South and West,Penrith,Utility Failure,,,"Staff member reports a utility failure on school grounds. No students are on school grounds. No emergency services required. Director, Educational Leadership is aware.",1,On workplace grounds
S-2023-531139,22/06/2023 17:05,Term 2,Violence,Regional North and West,Great Lakes,Assault,,,"An executive staff member reports an assault between ##### students on school grounds. The incident was filmed. First aid was offered. Emergency services were contacted. Media unit will be contacted. Director, Educational Leadership to be notified.",1,On workplace grounds
S-2023-531223,23/06/2023 7:44,Term 2,Violence,Regional North and West,Maitland,Threat / Intimidation / Offens. Conduct,,Student Behaviour,An employee reports being impacted after a student made threats of violence towards staff and students on school grounds. No physical injuries were sustained. Parents were notified. Supports are in place. Executive staff have been notified.,1,On workplace grounds
