Case Number,Date/Time Opened,Term ,Incident Group,Operational Directorate,Principal Network Name,Primary Category,Primary Sub-Category,Secondary Category,Summary of the Incident (External Distribution),Incident Priority Rating,Incident Occurred
S-2022-006930,12/01/2022 10:42,Term 1,Emergency Situation,Metropolitan North,Cambridge Park,Utility Failure,,,"Employee reports that the gas line for the school was turned off as a result of a construction incident on school grounds. School is managing the matter. No injuries were reported. Executive and Director, Educational Leadership are aware.",1,On workplace grounds
S-2022-011181,17/01/2022 16:13,Term 1,Emergency Situation,Rural South and West,Albury,Flood,,,Executive staff member has advised that there has been flooding to several classrooms at the school site following a storm. The local assets management officer to be notified. No injuries to staff or students and no impact to school operations.,1,On workplace grounds
S-2022-013046,18/01/2022 10:41,Term 1,Welfare,Regional South,Macarthur,Attempted Suicide,,,Executive staff member reports an attempted ##### on school grounds. Supports in place. ##### run. DEL aware.,1,On workplace grounds
S-2022-020633,28/01/2022 15:36,Term 1,Emergency Situation,Regional North,Glenrock,Utility Failure,,,"A staff member reports a plumbing issue off school grounds, which has impacted school grounds. Executive staff are aware.",1,On workplace grounds
S-2022-022342,1/02/2022 16:08,Term 1,Emergency Situation,Rural North,Tweed Coast,Utility Failure,,,"An executive staff member reported a utility failure on school grounds. No injuries were sustained. NSW Fire and Rescue were contacted and attended. The school remains fully operational. Director, Educational Leadership will be notified.",1,On workplace grounds
S-2022-023440,2/02/2022 16:31,Term 1,Violence,Connected Communities,Connected Communities Team 1,Threat / Intimidation / Offens. Conduct,,,"Executive staff member reports of a #### in possession of a ##### and threatening # #### #####. No physical injuries sustained. ##### notified. ##### were called and attended the school and ######off school grounds. Supports offered to #####. Director, Educational Leadership is aware.",1,On workplace grounds
S-2022-023496,2/02/2022 17:09,Term 1,Welfare,Metropolitan South and West,Glenfield,Student Behaviour,,,"An #####staff member reports sustaining an injury from a ##### in a ##### state on school grounds. No first aid was administered. Parents will be notified and the student remained on school grounds. Supports are in place. Director, Educational Leadership is aware.",1,On workplace grounds
S-2022-023565,3/02/2022 8:16,Term 1,Emergency Situation,Rural North,Richmond,Flood,,,"An executive staff member reports the school will be non-operational due to flooding. Staff members and parents have been notified. No injuries to staff or students. Director, Educational Leadership is aware.",1,On workplace grounds
S-2022-024041,3/02/2022 11:10,Term 1,Malicious Use of Technology,Regional North,Hawkesbury,Nuisance Use of Technology,,,##### reports concerns on the school grounds following a call from##### involving##### made by unknown i##### relating to a #####. Police is investigating. Director Educational Leadership is aware. ##### will be contacted.,1,On workplace grounds
S-2022-024162,3/02/2022 12:07,Term 1,Emergency Situation,Rural North,Lennox Coast,Utility Failure,,,"Executive employee reports a utility failure on school grounds. Director, Educational Leadership is aware.",1,On workplace grounds
S-2022-024323,3/02/2022 13:38,Term 1,Violence,Metropolitan South and West,St Andrews,Allegations Of Sexual Assault,,Student Welfare Concerns,"Executive staff reports a student disclosed allegations of a ##### assault that occurred off school grounds. Police and parents were made aware. ##### has been followed. Supports are in place. The Director, Educational Leadership will be made aware.",1,On workplace grounds
S-2022-024747,3/02/2022 17:03,Term 1,Violence,Rural South and West,Queanbeyan,Allegations Of Sexual Assault,,,"An executive staff member reports a former ##### has disclosed allegations of ##### assault on school grounds. The matter is currently being investigated. ##### will be followed. Director, Educational Leadership is aware.",1,On workplace grounds
S-2022-024946,4/02/2022 9:41,Term 1,Emergency Situation,Rural North,Clarence Valley,Flood,,,"An executive reports that the school is non-operational due to floods surrounding the school. Director, Educational Leadership is aware.",1,On workplace grounds
S-2022-024985,4/02/2022 9:56,Term 1,Violence,Rural South and West,Orange,Threat / Intimidation / Offens. Conduct,,,An executive staff member reports that a ##### has threatened to harm ##### with a #####on school grounds. A ##### ##### saw the incident. Both the ##### and ##### did not report the matter to any staff. No injuries were reported. ##### were informed. #### have been contacted and i##### the matter. The school is still managing the situation. ##### will be followed.,1,On workplace grounds
S-2022-025012,4/02/2022 10:11,Term 1,Emergency Situation,Rural North,Clarence Valley,Flood,,,"An executive staff member reports the school is non operational due to high water levels on nearby roads, caused by flooding. No damage has been reported. Parents and staff have been notified. The Director, Educational Leadership is aware.",1,On workplace grounds
S-2022-025082,4/02/2022 10:55,Term 1,Violence,Rural North,Richmond,Threat / Intimidation / Offens. Conduct,,,"Executive staff member reports of a ##### threatening physical harm to #####. #####notified and ##### has left school grounds. ##### were notified. Supports offered to #####. Director, Educational Leadership will be advised.",1,On workplace grounds
S-2022-025081,4/02/2022 10:55,Term 1,Violence,Regional South,Lake Illawarra North,Assault,,,An ##### reports a ##### was ##### assaulted by another #### on school grounds.First aid was administered. ##### were notified. Supports will be implemented for the student involved.,1,On workplace grounds
S-2022-025223,4/02/2022 11:46,Term 1,Emergency Situation,Rural North,Western Plains,Utility Failure,,,"An executive staff member reported a utility failure on school grounds. No injuries were sustained. NSW Fire and Rescue were contacted and attended. The school remains fully operational. Director, Educational Leadership will be notified.",1,On workplace grounds
S-2022-025233,4/02/2022 11:52,Term 1,Emergency Situation,Regional North and West,Hastings,Utility Failure,,,Staff report an incident on school grounds involving ##### at the school. '##### have been notified. No persons were injured on site. School is currently operational.,1,On workplace grounds
S-2022-025460,4/02/2022 14:25,Term 1,Violence,Regional North and West,Upper Hunter,Assault,,,An ##### reports that a ##### was ##### by another ##### resulting in an #####. First aid applied. The ##### contacted ##### and informed them of the incident. The school is continuing to manage. Executive staff aware.,1,On workplace grounds
S-2022-025703,4/02/2022 15:53,Term 1,Violence,Metropolitan North,Mount Druitt,Assault,,,An ##### reports a #### has assaulted ##### as well as a ##### on school grounds. Injuries were sustained. First aid was not required. ##### have been notified and have taken the #####. The school is managing the incident and supports will be put in place for the impacted ##### . ##### Unit will be notified. Executive staff have been notified.,1,On workplace grounds
S-2022-026700,7/02/2022 12:12,Term 1,Violence,Metropolitan South,Auburn,Threat / Intimidation / Offens. Conduct,,Student Welfare Concerns,"An executive staff member reports well-being concerns for ##### after a ##### displayed threatening behaviour whilst in possession of a ##### off school grounds, then absconded from school grounds in a ##### state. Parents have been informed. Police have been notified. The ##### whereabouts remain unknown. Support is in place for ######. Director, Educational Leadership is aware.",1,On workplace grounds
S-2022-026874,7/02/2022 13:33,Term 1,Emergency Situation,Metropolitan South,Strathfield,Severe Storm,,,An Executive reports the School Infrastructure has sustained damage after strong winds. Repairs have been completed. All Executive staff are made aware,1,On workplace grounds
S-2022-027096,7/02/2022 14:55,Term 1,Welfare,Regional South,Goulburn,Self Harm,,Suicidal Intentions,An executive staff member reports ##### concerns for a ##### due to their ##### behaviour on school grounds. The student also expressed ##### intentions to their peers. Staff intervened. Police and ambulance were contacted and the ##### was conveyed to hospital for further medical assessment. ##### were contacted and met the ##### at the school. Supports are in place for staff and students.,1,On workplace grounds
S-2022-027138,7/02/2022 15:08,Term 1,Violence,Regional North,Lake Macquarie East,Threat / Intimidation / Offens. Conduct,,,Executive staff reports concerns in the school grounds following an incident involving students' ##### and a threat using a ##### by one of the #####. First aid administered. Parents were aware. Supports are in place. Media Unit will be contacted. Local Police will be called. Director will be notified. School is managing at a local level.,1,On workplace grounds
S-2022-027170,7/02/2022 15:20,Term 1,Violence,Metropolitan South,Auburn,Threat / Intimidation / Offens. Conduct,,Student Behaviour,"An Executive staff member reports well-being concerns for a ##### who was threatened by ##### on school grounds. No reported injuries. Parents were notified. The school is managing the matter. Director, Educational Leadership has been informed.",1,On workplace grounds
S-2022-027194,7/02/2022 15:31,Term 1,Violence,Metropolitan South,Chullora,Assault,,,"Executive staff report #####had sustained injuries after being impacted by a #####  ##### on school grounds. First aid was provided to a ##### Police were contacted and investigated. Parents informed. Supports are in place for student and staff involved. Director, Educational Leadership will be informed.",1,On workplace grounds
S-2022-027245,7/02/2022 16:04,Term 1,Violence,Regional North,Cessnock,Assault,,Unauthorised Entry / Trespass,An executive staff member reports that an unknown individual trespassed onto school grounds and #####. The individual left the school premises. Police were contacted and are further investigating the matter. ##### was contacted and the ##### further medical treatment. Executive staff are aware and supports are in place.,1,On workplace grounds
S-2022-027414,7/02/2022 17:06,Term 1,Emergency Situation,Metropolitan North,Gordon,Utility Failure,,,"Executive staff report that the school will be made non operational on the ##### due to a water leak on school grounds. No injuries were sustained. School is managing the matter. ##### has been followed. Director, Educational Leadership is aware.",1,On workplace grounds
S-2022-027420,7/02/2022 17:10,Term 1,Violence,Regional South,South Coast,Indecent Assault,,,"An executive staff member reports a student has ##### assaulted and displayed ##### towards an employee on school grounds. First aid was not requested and the ##### remained at school. Parents were contacted and police will be notified. The school have managed the matter at a local level. Support will be provided to the employee and the Director, Educational Leadership is aware.",1,On workplace grounds
S-2022-027579,8/02/2022 9:19,Term 1,Violence,Rural North,Namoi,Assault,,,"Executive employee reports a student has ##### injuries after being ##### assaulted by another student on school grounds. Injuries were sustained. First aid was administered. Parents have been contacted. Police have been informed. Media Unit will be contacted. Director, Educational Leadership will be notified.",1,On workplace grounds
S-2022-027691,8/02/2022 10:05,Term 1,Violence,Regional North,Brisbane Water,Indecent Assault,,Assault,"Executive staff report concerns for a student as a result of an incident which took place on school grounds. Parents were notified and collected the students. Supports are in place. School is managing the matter. ##### will be followed. Director, Educational Leadership will be notified.",1,On workplace grounds
S-2022-028239,8/02/2022 14:09,Term 1,Violence,Rural South and West,Temora,Assault,,,An executive staff member reports a student ##### another student on school grounds. First aid administered. Police will be contacted. #####s were notified and the students were collected and one of the students ######. Supports to be organised.,1,On workplace grounds
S-2022-028289,8/02/2022 14:29,Term 1,Violence,Regional North and West,Upper Hunter,Threat / Intimidation / Offens. Conduct,,Unauthorised Entry / Trespass,"An Executive reports students trespassing onto school grounds and ##### and ###### behaviours. Police contacted and visited the school. Supports to be implemented for students invovled. Director, Educational Leadership advised.",1,On workplace grounds
S-2022-028309,8/02/2022 14:39,Term 1,Violence,Regional North,Port Stephens,Assault,,,An executive staff member reports a physical altercation between ##### students that was filmed on school grounds. First aid was administered to ##### student. Parents of ##### students were contacted and ##### were collected. The school have managed the matter at a local level. Media unit will be notified. Support will be provided to ##### students and executive staff are aware.,1,On workplace grounds
S-2022-028346,8/02/2022 14:49,Term 1,Violence,Regional North,Port Stephens,Threat / Intimidation / Offens. Conduct,,,An executive staff member reports a ##### expressed threats of violence towards ##### while on school grounds. No injuries were sustained. Parents of ##### students were notified and police will be contacted. Supports will be provided to ##### students and executive staff are aware.,1,On workplace grounds
S-2022-028431,8/02/2022 15:20,Term 1,Welfare,Regional North and West,Great Lakes,Student Behaviour,,,An executive staff member reports a students##### on school grounds. No physical injuries sustained. Police were contacted and have since attended the school. Supports are in place for the student.,1,On workplace grounds
S-2022-028449,8/02/2022 15:27,Term 1,Violence,Regional South,Yass,Assault,,,"An executive staff member reports##### students were involved in a ##### altercation that was filmed on school grounds. First aid was administered to #####. Parents of all the #####were contacted and ##### were collected. Police will be contacted and ###### will be notified. Supports will be provided to all the students and the Director, Educational Leadership will be notified.",1,On workplace grounds
S-2022-028637,8/02/2022 17:01,Term 1,Violence,Metropolitan South and West,Penrith,Assault,,,An executive staff member reports that a ###### has ##### assaulted another ##### on school grounds. The incident was filmed. ##### intervened. First aid was administered to the #####. ##### have been notified. The school is continuing to manage the matter. Supports are in place.,1,On workplace grounds
S-2022-028752,9/02/2022 8:46,Term 1,Violence,Metropolitan South and West,Eastern Creek,Assault,,,"An Executive staff member reports ##### students ##### ##### students on school grounds. Parents have been notified. First aid has been administered. Supports are in place. Media Unit will be called. Police will be called. School is managing the matter. Director, Educational Leadership has been made aware.",1,On workplace grounds
S-2022-028904,9/02/2022 9:40,Term 1,Violence,Regional North and West,Hunter,Threat / Intimidation / Offens. Conduct,,,"Executive Staff member reports that a ##### has threatened ##### on school grounds. No injuries were sustained. Police will be contacted. ##### have been made aware. Director, Educational Leadership has been notified.",1,On workplace grounds
S-2022-029075,9/02/2022 10:46,Term 1,Violence,Regional North,Lake Macquarie North,Allegations Of Sexual Assault,,,Executive staff reports ##### behaviour of a ##### towards another ##### occurring on school grounds. ##### has been followed. #####,1,On workplace grounds
S-2022-029081,9/02/2022 10:48,Term 1,Emergency Situation,Rural South and West,Mitchell,Utility Failure,,,"Executive staff member reports of a utility failure affecting schools water supply. School is operational at this stage. Director, Educational Leadership is aware.",1,On workplace grounds
S-2022-029100,9/02/2022 10:51,Term 1,Emergency Situation,Metropolitan North,North Sydney,Utility Failure,,,"A staff member reports a utility failure on school grounds. Reporting Guidelines have been followed. External providers have rectified the issue. The school remains operational. Director, Educational Leadership to be made aware.",1,On workplace grounds
S-2022-029226,9/02/2022 11:37,Term 1,Criminal Activity,Metropolitan North,The Ponds,Bomb Threat/Suspicious Package,,,"An executive staff member reports a ##### was received from an unknown community member over the phone. The emergency management plan was enacted and emergency services were contacted and attended. First aid was applied. Parents and Media unit have been notified. Support offered. The school has returned to normal operations. The Director, Educational Leadership is aware.",1,On workplace grounds
S-2022-029234,9/02/2022 11:41,Term 1,Violence,Regional South,Camden,Assault,,,"Executive employee reports a##### has sustained injuries after being ##### by another ##### on school grounds. First aid was administered. ##### have been contacted. School is managing the matter at a local level. Media unit will be notified. Director, Educational Leadership has been advised.",1,On workplace grounds
S-2022-029406,9/02/2022 13:02,Term 1,Welfare,Rural South and West,Albury,Student Behaviour,,,An executive staff member reports a student absconded school grounds. Staff followed behind the student to ensure their safety. Parents were contacted. Police were contacted. Parent was able to locate the student and return them to the school. Police attended the scene and have spoken with the family. ##### has been followed. The school is continuing to manage the matter. Supports are in place for the student.,1,On workplace grounds
S-2022-029560,9/02/2022 14:25,Term 1,Emergency Situation,Connected Communities,Connected Communities Team 2,Utility Failure,,,School has ongoing issues in telephone and internet connection. External services were called and attended onsite. Issues have not been rectified. School remains operational. Executive staff members are aware.,1,On workplace grounds
S-2022-029625,9/02/2022 14:57,Term 1,Violence,Metropolitan South,Port Jackson,Allegations Of Sexual Assault,,,"Executive staff member reports of a student reporting allegations of ##### assault from another student on and off school grounds. Parent is aware. ##### has been followed. Police have been contacted. Supports have been organised for student. Director, Educational Leadership will be notified.",1,On workplace grounds
S-2022-029888,9/02/2022 16:26,Term 1,Welfare,Regional South,South Coast,Attempted Suicide,,,"Executive staff report ###### for a student as a result of ###### being undertaken on school grounds. No injuries were sustained. Parents were notified and collected the student. School is managing the matter. Supports are in place Director, Educational Leadership will be notified.",1,On workplace grounds
S-2022-029920,9/02/2022 16:45,Term 1,Welfare,Regional North and West,Macquarie,Self Harm,,,An executive staff member reports concerns for a students welfare due to their behaviour on school grounds. The student displayed #####. Staff spent time trying to #####. Ambulance were contacted and both Ambulance and Police attended the scene. ##### was contacted and will meet the student at the hospital. Supports are in place for the student. The school is continuing to manage the matter.,1,On workplace grounds
S-2022-030008,10/02/2022 8:14,Term 1,Emergency Situation,Regional North,Lake Macquarie West,Utility Failure,,,Executive staff reports there has been ##### supply on school grounds from #####. Bathurst ##### attending a #####. Director Educational Leadership is aware. School awaits decision if they will be non-operational.,1,On workplace grounds
S-2022-030020,10/02/2022 8:23,Term 1,Emergency Situation,Connected Communities,Connected Communities Team 1,Police Operation,,,"Executive staff reports a ##### operation is underway near school grounds. ##### are managing the situation. The school is currently still operational. Director, Educational Leadership is aware.",1,Off site activity
S-2022-030046,10/02/2022 8:32,Term 1,Emergency Situation,Regional North and West,Upper Hunter,Utility Failure,,,Executive staff member reports an incident on school grounds due to a utility failure. ##### guidelines have been followed. The school is currently operational. Director of educational leadership will be notified.,1,On workplace grounds
S-2022-030090,10/02/2022 8:56,Term 1,Violence,Regional South,Camden,Threat / Intimidation / Offens. Conduct,,,"A staff member has reported staff welfare concerns relating to an ongoing ##### between another ###### member and ##### The Director, Educational Leadership will be made aware.",1,On workplace grounds
S-2022-030196,10/02/2022 9:27,Term 1,Welfare,Metropolitan South and West,Cowpasture,Student Welfare Concerns,Absconding / Missing Student,,"An executive staff member reports that a ##### has ##### from the school grounds. The ##### whereabouts is #####. Staff are  searching for the #####. ##### were notified. Police have been contacted and will be investigating the matter. Support is in place. Director, Educational Leadership was notified.",1,On workplace grounds
S-2022-030405,10/02/2022 10:48,Term 1,Violence,Regional North,Brisbane Water,Indecent Assault,,,Executive staff member reports an incident of ##### Assault occurring on school grounds. ##### has been followed.  #####,1,On workplace grounds
S-2022-030406,10/02/2022 10:49,Term 1,Violence,Metropolitan North,The Hills,Assault,,,An Executive staff member reports ##### student were involved in a physical altercation on school grounds. Parents have been notified. First aid has been administered. School is managing the matter.,1,On workplace grounds
S-2022-030505,10/02/2022 11:38,Term 1,Emergency Situation,Metropolitan North,The Beaches,Utility Failure,,,Employee reports a utility failure on school grounds. ##### guidelines followed. Area has been cordoned off. Executive staff are aware.,1,On workplace grounds
S-2022-030550,10/02/2022 11:54,Term 1,Violence,Regional North and West,Macquarie,Threat / Intimidation / Offens. Conduct,,,"##### reports that a ##### has made verbal threats towards them while in ##### on school grounds. No injuries were sustained. Parents were notified and student was collected. School is managing the matter. Supports are in place. Executive staff are aware. Director, Educational Leadership will be notified.",1,On workplace grounds
S-2022-030704,10/02/2022 13:05,Term 1,Violence,Regional North,Lake Macquarie West,Assault,,Child Protection,"An executive staff member reports a student welfare concern that occurred off school grounds. The student sustained an injury but no first aid was required. ##### has been followed. Support is in place. Police will be contacted. Director, Educational Leadership will be informed.",1,On workplace grounds
S-2022-031222,10/02/2022 16:48,Term 1,Violence,Regional South,Wollondilly,Assault,,,An executive staff member reports a student has ##### assaulted another student on school grounds. Staff intervened. ##### was contacted and the student was ###### assessment. ##### of the injured student was contacted and met the ##### at the school. All #####s to be notified of the incident. Support is being organised for the students. The school is continuing to manage the matter.,1,On workplace grounds
S-2022-031256,10/02/2022 17:01,Term 1,Welfare,Metropolitan South,Marrickville,Attempted Suicide,,Suicidal Intentions,"An executive staff member reports well-being concerns for a student who disclosed a ##### attempt and ##### intentions on school grounds. Ambulance was called and student was conveyed to hospital for medical treatment. Supports will be reviewed. Director, Educational Leadership will be notified.",1,On workplace grounds
S-2022-031520,11/02/2022 9:51,Term 1,Welfare,Regional North and West,Hunter,Traffic Accident,,,"An Executive staff member reports ##### to school grounds caused by a #####. Police have been contacted. School continues to manage the matter. Director, Educational, Leadership is aware.",1,On workplace grounds
S-2022-031551,11/02/2022 10:02,Term 1,Violence,Regional North and West,Taree,Assault,,,A staff member reports a student had been ##### by another student on school grounds. An ##### was called and #####. Parents were notified. Executive staff informed and have managed the matter. Supports are in place for students involved.,1,On workplace grounds
S-2022-031600,11/02/2022 10:19,Term 1,Violence,Rural South and West,Queanbeyan,Assault,,Student Welfare Concerns,"An Executive staff member reports wellbeing concerns for a student who has absconded from school grounds after ##### another student on school grounds. First aid has been administered. Police and Ambulance were called. The ##### has been conveyed to #####. Parents have been notified. Supports are in place for all involved. Director, Educational, Leadership is aware.",1,On workplace grounds
S-2022-031847,11/02/2022 12:06,Term 1,Violence,Regional North and West,Bathurst,Assault,,,A staff member reports #####were involved in a physical altercation on school grounds. A student had sustained injuries and an ambulance was called. Student was conveyed to Hospital for medical treatment. Parents were informed of the matter. Executive staff informed and are managing the matter.,1,On workplace grounds
S-2022-031931,11/02/2022 12:51,Term 1,Emergency Situation,Metropolitan South and West,Glenfield,Utility Failure,,,"Executive staff report of a ###### failure on school grounds. ##### attended the scene and investigated the matter. There was no damage done to school property and no injuries on site. Director, Educational Leadership has been informed.",1,On workplace grounds
S-2022-031984,11/02/2022 13:10,Term 1,Violence,Metropolitan South,Canterbury,Allegations Of Sexual Assault,,,"An executive staff member reports a student disclosed allegations of a historical ##### assault that occurred off school grounds. Parents will be notified and police will be contacted. ##### will be completed. The school will provide supports for the student and the Director, Educational Leadership will be notified.",1,On workplace grounds
S-2022-031989,11/02/2022 13:11,Term 1,Violence,Metropolitan North,Gordon,Allegations Of Sexual Assault,,,"An executive staff member reports a student has disclosed allegations of ##### assault on school grounds. No injuries were sustained. Police will be notified. ##### was followed. Parents were aware. Support are in place for the involved student. School is managing the matter. Director, Educational Leadership will be notified.",1,On workplace grounds
S-2022-031993,11/02/2022 13:15,Term 1,Violence,Regional North,Windsor,Allegations Of Sexual Assault,,Indecent Assault,An executive staff member reports concerns of a students ###### behaviour following actions of an alleged ##### assault off school grounds and an ##### assault on school grounds towards ##### students. ##### has been followed. Police to be contacted. Parents to be notified. The school is further investigating the matter. Support is being organised for all students.,1,On workplace grounds
S-2022-032038,11/02/2022 13:35,Term 1,Violence,Regional North,Lake Macquarie West,Indecent Assault,,,Executive staff member reports allegations of ##### assault of a student on school grounds. Parents are aware. Police have been contacted. ##### has been followed. Supports will be put in place. The Director of Educational Leadership has been notified.,1,On workplace grounds
S-2022-032281,11/02/2022 15:03,Term 1,Violence,Metropolitan South and West,Bungarribee,Allegations Of Sexual Assault,,,"An executive staff member reports a student disclosed allegations of a ##### assault that occurred off school grounds. Parents were notified and attended the school. Police were contacted and ##### was completed. Supports will be provided to the student as well as other students and staff impacted. The Director, Educational Leadership is aware.",1,On workplace grounds
S-2022-032290,11/02/2022 15:06,Term 1,Welfare,Regional North,Tuggerah Lakes,Attempted Suicide,,Student Welfare Concerns,"An employee reports an incident of attempted ##### on school grounds. No persons were injured. Parents were notified. Supports are in place. ##### will be followed. Executive staff are aware. Director, Educational Leadership is aware.",1,On workplace grounds
S-2022-032377,11/02/2022 15:34,Term 1,Violence,Regional North,Tuggerah Lakes,Assault,,,Executive staff report students were involved in a ###### on school grounds. A student sustained injuries. An ambulance was called and student was conveyed to Hospital for medical treatment. Parents were informed. Police were contacted and investigated. Supports will be put in place for students involved.,1,On workplace grounds
S-2022-032502,11/02/2022 16:21,Term 1,Violence,Metropolitan South and West,Cowpasture,Assault,,,"Executive staff report a student had #####another student on school grounds. A student was taken to #### medical treatment. Parents were informed. Executive staff have managed the matter. Director, Educational Leadership will be notified.",1,On workplace grounds
S-2022-033260,14/02/2022 10:46,Term 1,Violence,Metropolitan South and West,Eastern Creek,Assault,,,An executive staff member reports that a student assaulted ##### students on school grounds. First aid administered and parents were notified. School continue to manage.,1,On workplace grounds
S-2022-033436,14/02/2022 11:32,Term 1,Violence,Regional South,Wollongong,Indecent Assault,,,Executive staff reports a student has made allegations of being ##### assaulted by another student on school grounds. A previous incident has also allegedly occurred in the past of similar nature involving another student. ##### has been followed. Supports to be arranged. Parents to be notified. #####,1,On workplace grounds
S-2022-033692,14/02/2022 12:59,Term 1,Violence,Rural North,Clarence Valley,Assault,,,Executive staff report a student has been ##### ##### by another student on school grounds. First aid administered. Parents and paramedics contacted. Student transported to hospital as a precaution. School is managing the matter and supports are in place.,1,On workplace grounds
S-2022-033769,14/02/2022 13:27,Term 1,Violence,Rural South and West,Queanbeyan,Indecent Assault,,,Executive staff member reports incidents of ##### assault of students by another student on school grounds and concerns over ##### behaviour towards others. ##### has been followed. #####,1,On workplace grounds
S-2022-033907,14/02/2022 14:13,Term 1,Weapon,Rural North,Lismore,##### ,,Possession of a Substance,An executive staff member reports a student was found in ###### and a ###### on school grounds. No physical injuries sustained. The items were confiscated. Police were contacted and have picked the items up. Parent was contacted and the student was picked up. The school is continuing to manage the matter. Supports are being organised for the student.,1,On workplace grounds
S-2022-033912,14/02/2022 14:15,Term 1,Violence,Rural North,Northern Tablelands,Threat / Intimidation / Offens. Conduct,,,A staff member reports that a ##### has threatened a ##### on school grounds. No physical injuries were sustained. Parents will be contacted. Executive staff have been made aware,1,On workplace grounds
S-2022-034016,14/02/2022 14:46,Term 1,Violence,Rural South and West,Narrandera,Assault,,,"Executive staff report a student has been ##### ###### by another student on school grounds First aid administered. Parents and paramedics contacted. Student transported via ambulance for further medical treatment. School is managing the matter and supports are in place. Director, Educational Leadership will be notified.",1,On workplace grounds
S-2022-034050,14/02/2022 14:54,Term 1,Violence,Metropolitan South and West,Bungarribee,Assault,,,"Executive employee reports a student has sustained injuries after being ##### assaulted by another student on school grounds. First aid administered. Parents contacted. Media Unit has been contacted. Director, Educational Leadership is aware.",1,On workplace grounds
S-2022-034106,14/02/2022 15:10,Term 1,Violence,Regional North,Port Stephens,Assault,,Nuisance Use of Technology,"An employee reports that ##### students were involved in a ###### altercation on school grounds. The injured student received first aid. Paramedics were contacted and attended the scene. The injured student was conveyed to hospital by their parent. The incident was recorded by ##### students with their mobile device. The ############ form by another student. Support is in place. The school is managing the matter. ##### will be followed. Executive staff were made aware. Director, Educational Leadership was informed.",1,On workplace grounds
S-2022-034163,14/02/2022 15:24,Term 1,Violence,Metropolitan South,Auburn,Assault,,,An executive reports an assault on school grounds involving ##### students and an ######. First aid was administered. An ambulance was called and a student was conveyed to Hospital. Supports are in place.,1,On workplace grounds
S-2022-034375,14/02/2022 16:39,Term 1,Welfare,Regional South,Campbelltown,Student Welfare Concerns,Absconding / Missing Student,,An employee reports that ##### students have absconded from the school grounds. Police were contacted and found the students at a residential place. Parents were informed. The ##### have absconded again and their whereabouts are unknown. Police are investigating the matter as #####. Executive staff were made aware. Support is in place.,1,On workplace grounds
S-2022-034380,14/02/2022 16:43,Term 1,Violence,Rural South and West,Griffith,Allegations Of Sexual Assault,,Assault,"Executive staff member reports an incident on school grounds involving ##### students due to an assault and allegations of ##### assault. No major injuries sustained. Parents have been notified. Police have been notified. Supports to be put in place. Director, educational leadership will be notified.",1,On workplace grounds
S-2022-034781,15/02/2022 9:42,Term 1,Violence,Regional South,Yass,Assault,,,"An executive staff member reports ##### students were involved in a physical altercation that was ##### on school grounds. No injuries were sustained. Parents of ##### students were notified and one student was collected. The school will manage the matter at a local level and Media unit have been notified. Supports will be provided to ##### students and The Director, Educational Leadership will be notified.",1,On workplace grounds
S-2022-034851,15/02/2022 10:05,Term 1,Violence,Metropolitan North,Ryde,Threat / Intimidation / Offens. Conduct,,Unauthorised Entry / Trespass,An executive staff member reports a member of the community trespassed onto school grounds and displayed threatening behaviour towards students. No injuries were sustained and the member of the community left school grounds. Parents were notified and police will be contacted. Supports will be provided to the students and executive staff are aware.,1,On workplace grounds
S-2022-034862,15/02/2022 10:08,Term 1,Violence,Regional North and West,Macquarie,Assault,,,"School reports a student has ##### assaulted several ##### on school grounds. First aid administered and one ##### is seeking medical treatment at the hospital. Parent contacted and student was collected from school. Supports are being reviewed for student and supports have been offered to ##### impacted. Director, Educational Leadership will be advised.",1,On workplace grounds
S-2022-034871,15/02/2022 10:12,Term 1,Violence,Regional South,South Coast,Assault,,,"An executive staff member reports an assault occurred between ###### on school grounds. The incident was ##### by other ###### and disseminated over social media. First aid was offered, no injuries were sustained. Parents were notified and a student was collected. Media unit will be informed. Support is in place for impacted students. Director, Educational Leadership will be informed",1,On workplace grounds
S-2022-034985,15/02/2022 10:48,Term 1,Violence,Rural South and West,Queanbeyan,Assault,,Staff Welfare Concerns,An employee reports concerns following a ##### performance and conduct towards ###### on school grounds. Parents have been notified of the incident. Performance and Ethical Standards have been advised. Media Unit to be contacted. The school is continuing to manage the matter. Support is being organised.,1,On workplace grounds
S-2022-035455,15/02/2022 13:38,Term 1,Violence,Metropolitan South and West,St Andrews,Assault,,,"Executive staff member reports of ##### students involved in a physical altercation on school grounds and incident was #####to a ##### platform. Parents are aware. Media Unit has been notified. Director, Educational Leadership will be notified.",1,On workplace grounds
S-2022-035693,15/02/2022 15:14,Term 1,Violence,Rural North,Namoi,Assault,,,Executive staff report an employee has sustained an injury on school grounds as a result of being ###### by a student in a ##### state. First aid administered. Paramedics contacted and assessed employee. Employee was driven home by a staff member. Parent contacted and student collected. School managing the matter.,1,On workplace grounds
S-2022-035694,15/02/2022 15:15,Term 1,Welfare,Metropolitan South,Girraween,Student Behaviour,,,"An Executive reports an Employee sustained an injury from a student's behavior on School grounds. First aid was administered, Supports are in place, All Executive staff are aware.",1,On workplace grounds
