Case Number,Date/Time Opened,Term ,Incident Group,Operational Directorate,Principal Network Name,Primary Category,Primary Sub-Category,Secondary Category,Summary of the Incident (External Distribution),Incident Priority Rating,Incident Occurred
S-2020-364540,24/09/2020 17:00,Term 3,Violence,Metropolitan South,Bondi,Assault,,,"A student reportedly got upset with another student, threatened to throw a xxxxx at the student and then xxxxx the student. The student who was allegedly assaulted, sustained an injury and first aid was applied. The school contacted an ambulance and paramedics provided the injured student with medical treatment. A staff member called the injured student's parent about the incident and was allegedly verbally abused and threatened. It is further alleged the parent was verbally aggressive towards another staff member on the xxxxx. The school and the parent have both contacted local police. The school is managing at a local level and supports are in place. The Director has been informed of the incident.",1,On workplace grounds
S-2020-364630,25/09/2020 9:25,Term 3,Violence,Metropolitan South & South West,Eastern Creek,Assault,,,"A student reportedly assaulted another student and then walked away, following some xxxxx xxxxx. The student who was allegedly assaulted sustained an injury and first aid was applied. The injured student's parent was called and took the student to the hospital for treatment. The injured student's parent indicated intentions to report the matter to local police. The school is managing at a local level and supports are in place.",1,On workplace grounds
S-2020-364664,25/09/2020 9:41,Term 3,Malicious Use of Technology,Regional North,Blue Mountains,Nuisance Use of Technology,,,"The school reported concerns about a video on social media containing graphic content, which has been viewed by students. Supports are being organised.",1,On workplace grounds
S-2020-364673,25/09/2020 9:45,Term 3,Welfare,Rural North,Grafton,Student Welfare Concerns,Student Personal Traumatic Incident,Student Welfare Concerns,"An employee reports wellbeing concerns for two students following an incident that occurred off school grounds. One student has absconded from school grounds and has not yet been located. Parent is aware and currently locating the student. Supports are in place. The Director, Educational Leadership will be notified.",1,On workplace grounds
S-2020-364778,25/09/2020 10:41,Term 3,Violence,Metropolitan South & South West,Glenfield,Accidental Assault,,,A student sustained a significant injury whilst playing with another student on school grounds. First aid was offered and the student was collected from school grounds to seek further medical treatment. Executive staff are aware.,1,On workplace grounds
S-2020-364782,25/09/2020 10:42,Term 3,Emergency Situation,Rural South and West,Hume,Structural Fire,,,An executive staff member reported a small fire broke out in the hall on school grounds during an event. The hall was evacuated. No injuries were sustained. Fire Brigade were contacted and are onsite. Director of Educational Leadership has been notified.,1,On workplace grounds
S-2020-364885,25/09/2020 11:50,Term 3,Violence,Metropolitan South & South West,Liverpool,Assault,,,Executive staff reports that a student was assaulted by xxxxx students from xxxxx schools away from school grounds. A xxxxx of the xxxxx intervened to end the incident. Parents are aware and the student is xxxxx in their care. Police will be notified and their advice will be followed.,1,Off site activity
S-2020-365367,25/09/2020 15:25,Term 3,Malicious Use of Technology,Metropolitan North,The Ponds,Nuisance Use of Technology,,Assault,"An executive staff member reports concerns of nuisance use of technology off school grounds involving a group of students sharing inappropriate content on a social media platform. Parents to be notified, and supports will be provided to all students. Police have been advised. #### has been followed. The school is managing the matter. Director, Educational Leadership is aware.",1,On workplace grounds
S-2020-365426,25/09/2020 15:40,Term 3,Violence,Metropolitan North,Pittwater,Accidental Assault,,,A student has become unwell  after being XXXX by another student  on school grounds resulting in a fall. First aid was administered. Paramedics conveyed  the student to hospital.  Parent was notified. Executive was notified.,1,On workplace grounds
S-2020-365489,25/09/2020 15:57,Term 3,Violence,Regional North,Lake Macquarie North,Assault,,,Executive staff reports that a student sustained injuries from an assault by xxxxx other students on school grounds. The incident was filmed by another student. First aid was administered. Parents were notified and collected the injured student. Parents reported the incident to police. Supports are in place.,1,On workplace grounds
S-2020-365495,25/09/2020 16:02,Term 3,Violence,Regional North and West,Mudgee,Indecent Assault,,,"Executive staff member reports a student has indecently assaulted another student on school grounds. Parents have been notified. Police have been notified and will be investigating. #### will be followed. Director, Educational Leadership will be advised.",1,On workplace grounds
S-2020-365594,25/09/2020 19:22,Term 3,Emergency Situation,Metropolitan South & South West,Woronora River,Severe Storm,,,"Principal reports a roof of a building has been damaged due to a severe storm. School has been made safe. No injuries sustained. Roof is being repaired. Emergency services are in attendance. Director, Educational Leadership has been notified.",1,On workplace grounds
S-2020-365614,28/09/2020 9:18,Term 4,Violence,Metropolitan South & South West,Chipping Norton,Indecent Assault,,,It is alleged that a student has been  touched inappropriately by XXXX other students. #### was followed. Support services will be arranged. #####.,1,On workplace grounds
S-2020-366932,12/10/2020 10:35,Term 4,Welfare,Metropolitan South & South West,Woronora River,Student Welfare Concerns,Absconding / Missing Student,,Two students reportedly absconded from school grounds. The school contacted local police and the students' whereabouts are unknown. The Director has been informed of the incident.,1,On workplace grounds
S-2020-367007,12/10/2020 11:34,Term 4,Welfare,Regional South,Macarthur,Student Welfare Concerns,Absconding / Missing Student,,"Executive staff reports that a student has absconded from their home and their current whereabouts is unknown. Parents and carers were notified and will contact Police. #### has been followed. The Director, Educational Leadership will be made aware.",1,On workplace grounds
S-2020-367038,12/10/2020 12:28,Term 4,Violence,Rural North,Tweed Coast,Allegations Of Sexual  Assault,,,The parent of a student from another school has contacted the school after allegations of ####  assault were made.  Parent reported to Police.  School will complete mandatory reporting.,1,On workplace grounds
S-2020-367300,13/10/2020 8:33,Term 4,Violence,Rural South and West,Wagga Wagga,Allegations Of Sexual  Assault,,,"It is alleged that a previous student has ####  assaulted a student off school grounds. #### was followed. Police have been notified. Supports are in place. Director, Educational Leadership will be notified.",1,On workplace grounds
S-2020-367304,13/10/2020 8:39,Term 4,Violence,Metropolitan North,Carlingford,Indecent Assault,,,Executive staff report of student welfare concerns regarding an incident on school grounds. Parents notified. #### has been followed. Supports are in place for students involved. ,1,On workplace grounds
S-2020-367453,13/10/2020 10:49,Term 4,Emergency Situation,Metropolitan South & South West,Liverpool,Utility Failure,,,Executive staff reports school has no internet connection.  External services attended onsite and the issue will be rectified.  School remains operational.  Local Police will be contacted.  Educational Leadership is aware.,1,On workplace grounds
S-2020-367493,13/10/2020 11:32,Term 4,Welfare,Rural North,Northern Tablelands,Student Welfare Concerns,Absconding / Missing Student,,Executive staff reports wellbeing concerns for a student who did not arrive at school after leaving home. The student's whereabouts are currently unknown. Parents have been notified and are currently searching for the student. Police will be contacted for support. The school is continuing to investigate and local supports are in place.,1,On workplace grounds
S-2020-367523,13/10/2020 12:01,Term 4,Violence,Regional North and West,Bathurst,Assault,,,"Executive staff report that xxxxx students have sustained injuries as a result of being xxxxx assaulted by another student on school grounds. First aid was administered. Students parents were notified and conveyed the students to hospital. School is managing the matter. Director, Educational Leadership will be notified.",1,On workplace grounds
S-2020-367544,13/10/2020 12:17,Term 4,Violence,Rural South and West,Cowra,Assault,,,"An employee reports xxxxx students sustained injuries following a physical altercation on school grounds. First aid was applied. Parents contacted and arrived at the school. A parent's behaviour became escalated resulting in a xxxxx lockdown. School resumed operations shortly after the incident. Ambulance and police contacted.  Supports will be put in place and Director, Educational Leadership will be notified.",1,On workplace grounds
S-2020-367589,13/10/2020 12:40,Term 4,Welfare,Regional North and West,Macquarie,Student Welfare Concerns,Absconding / Missing Student,,A student reportedly left the classroom and absconded from school. No further details at this stage. The school is in the process of contacting local police and the student's whereabouts is unknown.,1,On workplace grounds
S-2020-367658,13/10/2020 13:31,Term 4,Violence,Rural South and West,Far West,Indecent Assault,,Problematic and Harmful #### ised Behaviour,Executive staff report of student welfare concerns regarding an incident that has occurred on school grounds. Parents will be notified. Supports will be put in place for students that are involved.,1,On workplace grounds
S-2020-367776,13/10/2020 14:36,Term 4,Emergency Situation,Metropolitan South & South West,Fairfield,Police Operation,,,It was reported a student and XXXX former students have been arrested in relation to an incident that occurred outside the school. The school is managing at a local level and the Director has been informed.,1,On workplace grounds
S-2020-367793,13/10/2020 14:50,Term 4,Welfare,Metropolitan South,Canterbury,Student Welfare Concerns,Absconding / Missing Student,,Executive staff member reports a student had absconded from school grounds. Parent notified and had found student. Student was conveyed to Hospital for a medical assessment. School has supports in place for student.,1,On workplace grounds
S-2020-367858,13/10/2020 15:21,Term 4,Welfare,Metropolitan North,North Sydney,Student Welfare Concerns,Absconding / Missing Student,,Executive staff report a student had absconded from school grounds. Parents notified. Supports are being put in place for student involved.,1,On workplace grounds
S-2020-367937,13/10/2020 15:55,Term 4,Welfare,Regional North,Lake Macquarie West,Student Welfare Concerns,Absconding / Missing Student,,"An executive staff member reports a student absconded from school grounds and was at risk of safety. The student was brought back to school unharmed by staff. Parents were notified. Support plans are in place for the student. The school will manage the matter. Director, Educational Leadership is aware.",1,On workplace grounds
S-2020-367990,13/10/2020 16:25,Term 4,Welfare,Regional North,Lake Macquarie East,Self Harm,,Threat / Intimidation / Offens. Conduct,"A student reportedly threatened another student, then escalated and attempted to self-harm using various objects. The school contacted an ambulance and the student's parent. The student was conveyed to hospital by ambulance accompanied by own parent. The school is managing at a local level and supports are in place.",1,On workplace grounds
S-2020-368143,14/10/2020 10:24,Term 4,Violence,Metropolitan South & South West,Fairfield,Assault,,,"An executive staff member reports a student was conveyed to hospital for medical treatment following an incident where students and xxxxx xxxxx were involved in a physical altercation off school grounds. Police have been contacted. Supports will be put in place. Director, Educational Leadership will be notified.",1,On workplace grounds
S-2020-368302,14/10/2020 12:30,Term 4,Violence,Metropolitan North,Pittwater,Accidental Assault,,,A student has sustained an injury due to student behaviour on school grounds. First aid was administered. Parents and paramedics were notified. Student was conveyed to hospital via ambulance. Executive was notified.,1,On workplace grounds
S-2020-368729,14/10/2020 16:23,Term 4,Welfare,Metropolitan North,Gordon,Student Behaviour,,,"A student did not xxxxx xxxxx and the student's parent called police. Police collected the student and conveyed the student to hospital due to behaviour. xxxxx xxxxx xxxxx, the student left the hospital xxxxx xxxxx and presented at school. The student's parent called police and the student was returned to hospital with the help of a xxxxx xxxxx. The school is managing at a local level and supports will be developed.",1,On workplace grounds
S-2020-368974,15/10/2020 10:54,Term 4,Welfare,Metropolitan South & South West,Glenfield,Student Welfare Concerns,Absconding / Missing Student,,A student requested to make arrangements to visit a parent in hospital. The student disclosed well-being concerns and then absconded from school. All #### guidelines have been followed. The school is managing at a local level and in the process of contacting local police.,1,On workplace grounds
S-2020-368985,15/10/2020 10:59,Term 4,Emergency Situation,Regional North,Central Coast,Police Operation,,,"Executive staff member reports school has been placed in a lockdown due to a police operation taking place nearby. Director, Educational Leadership is aware.",1,On workplace grounds
S-2020-368995,15/10/2020 11:06,Term 4,Emergency Situation,Rural South and West,Temora,Utility Failure,,,"Executive staff member reports school has temporarily ceased operations due to pre-planned utility maintenance for today XXXX. Staff and students have been accommodated at another school and will resume normal operations tomorrow XXXX. Director, Educational Leadership is aware.",1,On workplace grounds
S-2020-369015,15/10/2020 11:17,Term 4,Welfare,Regional North and West,Coffs Harbour,Self Harm,,,A student reportedly self-harmed with a sharp object and refused first aid. The school contacted an ambulance and the student's parent. The student was conveyed to hospital. All #### guidelines have been followed. The school is managing at a local level and supports are in place.,1,On workplace grounds
S-2020-369063,15/10/2020 11:46,Term 4,Violence,Rural North,Armidale,Assault,,,"An employee reports a physical altercation between xxxxx students on school grounds. One student sustained injuries and required first aid. The incident was filmed and xxxxx to a number of students within the school. The school will continue to manage the incident locally. Parents have been made aware and police have been contacted. The Director, Educational Leadership was advised.",1,On workplace grounds
S-2020-369082,15/10/2020 12:00,Term 4,Malicious Use of Technology,Metropolitan South,Auburn,Sexting,,,"Executive staff reports welfare concerns for a student following an incident where inappropriate content has been circulated amongst multiple other students off school grounds. Police have been contacted. Parents will be notified. Supports will be arranged for the student and #### has been followed. Director, Educational Leadership is aware.",1,On workplace grounds
S-2020-369134,15/10/2020 12:38,Term 4,Emergency Situation,Regional North,Lake Macquarie North,Utility Failure,,,"The school is reporting a utility failure in one area of the school. The school remains fully operational. Director, Educational Leadership will be notified.",1,On workplace grounds
S-2020-369391,15/10/2020 14:40,Term 4,Welfare,Metropolitan South & South West,Woronora River,Student Welfare Concerns,Absconding / Missing Student,,"A student has caused damage to school property and then absconded from school grounds. Parents and police will be notified. Asset Management Unit will be notified. Executive staff are aware. Director, Educational Leadership will be notified.",1,On workplace grounds
S-2020-369411,15/10/2020 14:45,Term 4,Violence,Regional South,Campbelltown,Assault,,Student Welfare Concerns,"A student in a heightened state has assaulted a staff member and absconded from school grounds. Police were notified and located the student a short time later and returned the student to school. Parents have been contacted. First aid administered to the staff member who sustained the injury.  School will continue to manage. Director, Educational Leadership will be advised.",1,Off site activity
S-2020-369511,15/10/2020 15:18,Term 4,Emergency Situation,Regional North,Brisbane Water,Utility Failure,,,"An Executive staff member reports a utility failure. Emergency services are on site and are investigating. No impact to school operation. The school remains fully operational. No injury sustained to staff or student. Director, Educational Leadership will be made aware.",1,On workplace grounds
S-2020-369670,15/10/2020 16:22,Term 4,Violence,Regional North and West,Macleay Valley,Accidental Assault,,,student has sustained an injury as a result of being bumped accidentally by another student. First aid was applied. Students parents were notified and attended. Student was conveyed to hospital as a precaution  via ambulance. Executive staff are aware.,1,On workplace grounds
S-2020-369716,15/10/2020 16:49,Term 4,Violence,Metropolitan North,Ryde,Indecent Assault,,,"An Executive staff member reported that a student disclosed allegations of incident assault occurring on school grounds. Police will be contacted and will further investigate. Support is in place for the students involved. Appropriate reports will be made. Director, Educational, Leadership will be notified.",1,On workplace grounds
S-2020-370138,16/10/2020 12:14,Term 4,Violence,Metropolitan South,Girraween,Indecent Assault,,,"Executive employee reports a student displayed inappropriate behaviour towards another student on school grounds. Carers have been notified. #### was followed. Supports are in place for the students. Director, Educational Leadership will be made aware. ",1,On workplace grounds
S-2020-370443,16/10/2020 14:14,Term 4,Criminal Activity,Metropolitan North,The Hills,Bomb Threat,,,"Executive staff reports the school has received a bomb threat via email. Emergency management plan enacted and the school has been evacuated. Police have been contacted. Media Unit and Director, Educational Leadership have been notified.",1,On workplace grounds
S-2020-370798,16/10/2020 16:00,Term 4,Welfare,Rural North,Peel,Student Welfare Concerns,Absconding / Missing Student,,An executive reports that a student has absconded from school and Police are currently assisting with the search. Parents are aware and assisting.,1,On workplace grounds
S-2020-370799,16/10/2020 16:01,Term 4,Violence,Regional South,Campbelltown,Assault,,,"An executive staff member reports a student has assaulted another student on school grounds. First aid was administered. Parents have been notified. Police have been notified. The school is managing the matter. Supports are in place. Director, Educational Leadership will be made aware.",1,On workplace grounds
S-2020-370982,19/10/2020 9:32,Term 4,Welfare,Metropolitan South,Chullora,Student Welfare Concerns,Absconding / Missing Student,,Police have notified executive staff of a student's unknown whereabouts due to an incident that occurred off school grounds. Media Unit has been notified. Director is aware of the incident.,1,On workplace grounds
S-2020-371359,19/10/2020 13:05,Term 4,Violence,Metropolitan South & South West,Glenfield,Assault,,,xxxxx students were reportedly involved in a physical altercation. A student sustained an injury and first aid was provided. Parents and an ambulance contacted. The injured student was taken to hospital by ambulance. The other student reportedly escalated and damaged school property. Police contacted and attended. The school is managing at a local level and supports will be put in place.,1,On workplace grounds
S-2020-371677,19/10/2020 15:39,Term 4,Welfare,Metropolitan South & South West,Glenfield,Student Behaviour,,Malicious Damage,"Executive staff member reports a student in a heightened state has damaged school property on school grounds. The student expressed thoughts of self harm. No injuries sustained. Carers notified. Police and ambulance contacted and attended the school. Student was conveyed to hospital. Supports will be put in place. Assets Management Unit will be contacted.  Director, Educational Leadership will be advised. School will continue to manage.",1,On workplace grounds
S-2020-371727,19/10/2020 15:57,Term 4,Malicious Use of Technology,Rural South and West,Deniliquin,Nuisance Use of Technology,,,Executive staff report XXXX students have viewed inappropriate images online on school grounds. Parents were contacted. The school is managing the matter. Supports are in place for the students.,1,On workplace grounds
S-2020-371961,20/10/2020 9:19,Term 4,Welfare,Rural South and West,Narrandera,Attempted Suicide,,,"A student has attempted suicide on school grounds. An ambulance was called and parents notified. The ambulance conveyed the student to hospital for treatment. Supports are in place for staff and students. Director, Educational Leadership is aware.",1,On workplace grounds
S-2020-372103,20/10/2020 11:07,Term 4,Violence,Metropolitan South & South West,Glenfield,Assault,,Self Harm,"An executive staff member reports a student has assaulted a staff member and another student. The student further displayed inappropriate behaviour and self harmed on school grounds. Carers and emergency services were notified. Student was transported to hospital via ambulance in a xxxxx xxxxx. No other injuries sustained. Mandatory reporting will be followed and supports will be put in place. Director, Educational Leadership will be notified.",1,On workplace grounds
S-2020-372116,20/10/2020 11:16,Term 4,Violence,Metropolitan South,Chullora,Assault,,,"An executive staff member reports xxxxx students have been involved in a physical altercation on school grounds. xxxxx student sustained injuries. First aid was administered. An ambulance was contacted and one student was conveyed to hospital for treatment. Police have been contacted. Parents have been notified. The school is managing the matter. Supports are in place. Director, Educational Leadership will be made aware.",1,On workplace grounds
S-2020-372172,20/10/2020 11:47,Term 4,Violence,Rural South and West,West Wyalong,Assault,,Student Behaviour,Executive staff report staff members had been physically impacted by a student and their behaviour. The school has gone into lockdown. Police had been contacted. Carer notified.,1,On workplace grounds
S-2020-372187,20/10/2020 11:55,Term 4,Emergency Situation,Regional North,Brisbane Water,Utility Failure,,,Employee reports a utility failure involving a loss of water supply on school grounds. Contractors are investigating the incident. The school is currently continuing operations. Executive staff are aware.,1,On workplace grounds
S-2020-372260,20/10/2020 12:27,Term 4,Violence,Metropolitan South,Girraween,Indecent Assault,,,"Executive staff reports that a student displayed inappropriate behaviour towards another student on school grounds. Carers have been notified. #### has been followed and supports are in place. Director, Educational Leadership will be made aware. ",1,On workplace grounds
S-2020-372266,20/10/2020 12:29,Term 4,Violence,Metropolitan South & South West,Glenfield,Assault,,,A student has xxxxx assaulted multiple staff members on school grounds. Injuries were sustained and first aid was administered. Police have been notified. Executive staff and parents of the student are aware. Support has been offered to the staff members and student involved. The school will continue to manage the incident locally.,1,On workplace grounds
S-2020-372385,20/10/2020 13:34,Term 4,Malicious Use of Technology,Metropolitan North,Pittwater,Nuisance Use of Technology,,,"Executive staff member reports XXXX students have engaged in nuisance use of technology on school grounds. Nil injuries. Parents contacted. Supports are in place. Director, Educational Leadership will has been notified.",1,On workplace grounds
S-2020-372440,20/10/2020 14:06,Term 4,Violence,Regional North,Central Coast,Indecent Assault,,,Executive staff reports that a student displayed inappropriate behaviour towards another student on school grounds. Police and parents will be notified. #### has been followed and supports will be arranged. ,1,On workplace grounds
S-2020-372720,20/10/2020 16:10,Term 4,Violence,Rural North,Richmond,Allegations Of Sexual  Assault,,,"A student has disclosed allegations of ####  assault to an employee that occurred off school grounds by a community member.  #### has been followed, Support will be organised. Parents will be contacted. Directorf, Educational Leadership will be notified.",1,On workplace grounds
S-2020-372960,21/10/2020 9:49,Term 4,Welfare,Regional South,Lake Illawarra South,Student Welfare Concerns,Absconding / Missing Student,,It was reported a student absconded from school grounds and whereabouts are unknown. Parent and police contacted. The school is managing at a local level.,1,On workplace grounds
S-2020-373091,21/10/2020 11:00,Term 4,Emergency Situation,Metropolitan South & South West,Fairfield,Structural Fire,,,"Employee reports a utility failure involving a canteen appliance causing a small fire on school grounds. Fire was extinguished by staff. No injuries sustained and no further damage to the school. Report has been made to XXXX and Assets Management Unit has been notified. An electrician has been contacted. Executive staff are aware. Director, Educational Leadership will be informed",1,On workplace grounds
S-2020-373094,21/10/2020 11:02,Term 4,Violence,Regional North and West,Coffs Harbour,Indecent Assault,,,Executive staff reports that a student has indecently assaulted another student on school grounds. Parents have been notified. The school are managing the matter and supports are in place. #### has been followed. ,1,On workplace grounds
S-2020-373147,21/10/2020 11:27,Term 4,Welfare,Regional South,Macarthur,Attempted Suicide,,Usage and Consumption of Substances,A student notified executive staff of another student attempting suicide off school grounds. Parents were notified and an ambulance was contacted. Student was conveyed to hospital via ambulance. #### has been followed. The school will continue to manage and supports are in place.,1,On workplace grounds
S-2020-373222,21/10/2020 12:13,Term 4,Violence,Regional South,Yass,Indecent Assault,,,"An Executive staff member reports a student has inappropriately touched another student on school grounds. Parents have been informed. Supports are in place. The school is managing the matter. #### will be followed. Director, Educational Leadership is aware.",1,On workplace grounds
S-2020-373227,21/10/2020 12:17,Term 4,Welfare,Regional South,Campbelltown,Student Welfare Concerns,Absconding / Missing Student,Student Behaviour,Executive staff report of student welfare concerns regarding an incident that had occurred on and off school grounds. Parent is aware. Police and Ambulance were called. Student was conveyed to Hospital for a medical assessment. Supports are in place for student involved.,1,On workplace grounds
S-2020-373319,21/10/2020 13:12,Term 4,Welfare,Metropolitan South,Chullora,Attempted Suicide,,,"Executive staff reports a student has attempted suicide on school grounds. No physical injuries sustained. Parent notified. Ambulance was called and student was conveyed to hospital for medical treatment. Supports are in place. Director, Educational Leadership will be advised.",1,On workplace grounds
S-2020-373458,21/10/2020 14:19,Term 4,Violence,Regional North and West,Bathurst,Indecent Assault,,,Executive staff member reports allegations have been made that XXXX students were indecently assaulted by another student on school grounds. #### has been followed.,1,On workplace grounds
S-2020-373463,21/10/2020 14:22,Term 4,Welfare,Rural South and West,Orange,Student Welfare Concerns,Absconding / Missing Student,,A student has absconded from school grounds. Current whereabouts unknown. Executives were notified. Police will be notified.,1,On workplace grounds
S-2020-373517,21/10/2020 14:44,Term 4,Substances,Metropolitan South & South West,Fairfield,Usage and Consumption of Substances,,,"A student has collapsed after a possible overdose.  Ambulance, parents and Police are on scene. Director will be notified. School placed in lockdown.  No further details at this stage.",1,On workplace grounds
S-2020-373741,21/10/2020 16:08,Term 4,Violence,Rural North,Namoi,Assault,,,"An employee reports a student xxxxx xxxxx xxxxx and assaulted students. The student then threatened to xxxxx to xxxxx xxxxx to assault another student, resulting in the school going into lockdown. Police attended the xxxxx xxxxx and the student is assisting police. The lockdown was lifted and the school has resumed normal operations. Director Educational Leadership has been notified.",1,On workplace grounds
S-2020-373871,22/10/2020 9:43,Term 4,Emergency Situation,Rural North,Wollumbin,Utility Failure,,,"Executive staff report an ongoing utility failure on school grounds.School is managing the matter.  Director, Educational Leadership will be notified.",1,On workplace grounds
S-2020-373939,22/10/2020 10:09,Term 4,Violence,Rural North,Lismore,Assault,,,A staff member reported a student was assaulted by another student on school grounds. The student sustained an injury and first aid was applied. The school contacted an ambulance and the student was conveyed to hospital. Parents were contacted. The school is managing at a local level and supports are in place.,1,On workplace grounds
S-2020-374106,22/10/2020 11:52,Term 4,Welfare,Metropolitan North,Carlingford,Student Welfare Concerns,Absconding / Missing Student,,An executive staff member reported a student absconded from school and the student's location is unknown. All #### has been followed. Police and carer will be contacted. The school is managing at a local level and supports are in place for the student.,1,On workplace grounds
S-2020-374109,22/10/2020 11:55,Term 4,Substances,Metropolitan North,Quakers Hill,Usage and Consumption of Substances,,,"An  employee reports multiple students were using a device to ingest a prohibited substance on school grounds. The devices have been  collected and secured. Police will be contacted and the school will continue to manage the incident locally. Parents and the Director, Educational Leadership have been made aware.",1,On workplace grounds
S-2020-374127,22/10/2020 12:00,Term 4,Violence,Regional North,Port Stephens,Assault,,Threat / Intimidation / Offens. Conduct,"Executive staff reports that a student assaulted another student on school grounds. Another student made threats of xxxxx violence towards the student. Injuries were sustained and first aid was administered. Police were notified and the school went into lockdown for a period of time. Parents were notified of the incident. Police attended school grounds. xxxxx of the students left school grounds with xxxxx xxxxx xxxxx. The other student was collected by their parents. The school is managing the matter and supports are in place. The school is no longer in lockdown and has resumed operations. Media Unit has been notified. Director, Educational Leadership is aware.",1,On workplace grounds
S-2020-374400,22/10/2020 14:36,Term 4,Violence,Metropolitan South & South West,Cowpasture,Assault,,,"An executive reports xxxxx students were involved in a physical altercation off school grounds. A student sustained injuries. The incident was filmed. Parents and police contacted. The school is managing at a local level and supports are in place. The Director, Educational Leadership has been informed.",1,On workplace grounds
S-2020-374439,22/10/2020 14:57,Term 4,Violence,Regional North and West,Macquarie,Assault,,,"Offensive student conduct on school grounds is reported.  A student has also assaulted an employee.  Parent verbal aggression towards staff is reported. School xxxxx went into a lockdown. Police were notified. Director, Educational Leadership was notified.",1,On workplace grounds
S-2020-374883,23/10/2020 9:31,Term 4,Welfare,Metropolitan North,North Sydney,Attempted Suicide,,Child Protection,"Executive employee reports concerns for a students welfare following a suicide attempt during an off site activity. Staff members intervened. No physical injuries sustained. Ambulance were contacted and the student was conveyed to hospital. Parents were notified. #### will be followed. Supports are in place. Director, Educational Leadership is aware.",1,Off site activity
S-2020-374885,23/10/2020 9:34,Term 4,Malicious Use of Technology,Metropolitan North,Quakers Hill,Nuisance Use of Technology,,,"An executive staff member reports concerns of nuisance use of technology on school grounds involving a group of students and a social media challenge. Parents have been notified, and supports will be provided to all students.  #### has been followed. The school is managing the matter. Director, Educational Leadership is aware.",1,On workplace grounds
S-2020-375015,23/10/2020 10:42,Term 4,Violence,Metropolitan South,Georges River,Indecent Assault,,,Executive staff reports that a student has indecently assaulted another student on school grounds. Parents will be notified. The school are managing the matter and supports will be arranged. #### has been followed. ,1,On workplace grounds
S-2020-375027,23/10/2020 10:50,Term 4,Welfare,Regional South,Campbelltown,Attempted Suicide,,,"An executive staff member reported a student attempted suicide on school grounds. No physical injuries were sustained. Police and ambulance were notified and the school went into lockdown. The student was conveyed to hospital via ambulance. Carers have been notified. The school returned to normal operations shortly after. Support is in place for the student. The school is managing the matter and #### has been followed. Director, Educational Leadership is aware.",1,On workplace grounds
S-2020-375115,23/10/2020 11:57,Term 4,Malicious Use of Technology,Regional North,Blue Mountains,Sexting,,Assault,"An executive staff member reports a physical altercation between XXXX students on school grounds. No injuries were sustained. Another student disclosed that a separate student created an online profile and has been requesting and receiving inappropriate content from them. Police attended the school. Parents were notified. #### will be followed and supports are in place. Director, Educational Leadership will be notified.",1,On workplace grounds
S-2020-375145,23/10/2020 12:15,Term 4,Violence,Rural South and West,Mitchell,Assault,,,A student sustained injuries following a xxxxx assault by another student on school grounds. First aid was administered and the student was collected from school grounds by a parent. Police were contacted and the student sought further medical treatment in hospital. The student has since returned to school grounds. Supports will be put in place for the students. The school will continue to manage the incident locally and executive staff are aware.,1,On workplace grounds
S-2020-375295,23/10/2020 13:13,Term 4,Welfare,Metropolitan South,Strathfield,Self Harm,,,"A student ingested an unknown substance on school grounds in a possible attempt to self-harm. An ambulance and parents were both contacted. Paramedics attended, assessed and transported the student to hospital in a stable condition. Supports are in place for the student and executive staff are aware.",1,On workplace grounds
S-2020-375414,23/10/2020 14:10,Term 4,Emergency Situation,Regional South,Campbelltown,Structural Fire,,,"A staff member reported there was a structural fire, due to faulty electrical wiring, on school grounds. No physical injuries were sustained. There was no loss of utilities and no disruption to the school's operations. Contractors attended school grounds and rectified the issue. There was minor damage to school property, which has been logged on XXXX. Executive staff are aware.",1,On workplace grounds
S-2020-375433,23/10/2020 14:22,Term 4,Welfare,Regional North,Lake Macquarie North,Student Welfare Concerns,Absconding / Missing Student,,A staff member reports a student absconded from school grounds and the student's location is unknown. The student's parent has been contacted. The school is managing at a local level and  police will be contacted.,1,On workplace grounds
S-2020-375769,23/10/2020 15:50,Term 4,Welfare,Metropolitan North,Mount Druitt,Student Welfare Concerns,Student Personal Traumatic Incident,Staff Welfare Concerns,"An Executive staff member reports the unexpected passing of a member of the community. Supports are in place for students and staff. Director, Educational Leadership is aware.",1,On workplace grounds
S-2020-375793,23/10/2020 15:59,Term 4,Violence,Rural North,Western Plains,Assault,,,A student assaulted another student on school grounds. First aid was administered and an ambulance was called. Parents were notified. The student was conveyed to hospital via ambulance for further medical treatment. The school are managing the matter and supports are in place. Executive staff are aware.,1,On workplace grounds
S-2020-376029,26/10/2020 9:18,Term 4,Violence,Regional North and West,Maitland,Assault,,,"A staff member reports a student in a heighted state assaulted another student on school grounds. The injured student did not require first aid. The employee intervened and separated the students. The students' parents have been contacted. The school is managing at a local level and supports are in place. The Director, Educational Leadership has been informed of the incident.",1,On workplace grounds
S-2020-376098,26/10/2020 10:24,Term 4,Emergency Situation,Metropolitan South,Strathfield,Structural Fire,,,Executive staff report of a fire on school grounds. Fire was extinguished and emergency services had attended. No injuries sustained.,1,On workplace grounds
S-2020-376113,26/10/2020 10:28,Term 4,Emergency Situation,Regional North,Central Coast,Flood,,,"Executive staff member reports the school has temporarily ceased operations due to flooding at the entry and exit points of the school. The students are being collected from school by their parents. Staff will also leave the site. Emergency Services have been notified. Director, Educational Leadership is aware.",1,On workplace grounds
