Case Number,Date/Time Opened,Term ,Incident Group,Operational Directorate,Principal Network Name,Primary Category,Primary Sub-Category,Secondary Category,Summary of the Incident (External Distribution),Incident Priority Rating,Incident Occurred
S-2022-272166,1/09/2022 13:09,Term 3,Violence,Regional South,Camden,Assault,,Student Welfare Concerns,"Executive staff report that ##### students have assaulted and attempted to steal from another student before absconding from school grounds. First aid was administered. Parents were notified and collected the student. School is managing the matter. Police will be notified. Supports are in place. Director, Educational Leadership will be notified.",1,On workplace grounds
S-2022-272215,1/09/2022 13:31,Term 3,Weapon,Metropolitan South,Chullora,Possession of a weapon,,,"An executive staff member reports a student was found in possession of ##### on school grounds. The item has been confiscated and secured. Police to be contacted and further advice to be sought. The school and police will further investigate and manage the matter. Supports are in place. Director, Educational Leadership is aware.",1,On workplace grounds
S-2022-272425,1/09/2022 14:41,Term 3,Welfare,Regional North and West,Taree,Self Harm,,,Employee reports a student sustained an injury due to ##### on school grounds. Parents notified. Executive staff have been notified.,1,On workplace grounds
S-2022-272492,1/09/2022 14:57,Term 3,Emergency Situation,Regional North and West,Hunter,Utility Failure,,,"An employee reports utility failure on school grounds. The school remains operational. Director, Educational Leadership are aware.",1,On workplace grounds
S-2022-272654,1/09/2022 15:38,Term 3,Weapon,Regional North,Tuggerah Lakes,Possession of a weapon,,Threat / Intimidation / Offens. Conduct,Executive staff member reports a student has made direct threats to harm students while in possession of a ##### on school grounds. No injuries were sustained. Supports are in place. Parents will be notified. Director Educational Leadership is aware.,1,On workplace grounds
S-2022-272971,2/09/2022 8:09,Term 3,Violence,Metropolitan South and West,St Andrews,Assault,,,"An executive employee reports a  #####  assault between students on school grounds. First aid administered. Parents are aware. Supports will be implemented. Director, Educational Leadership will be advised. School will continue to manage the matter.",1,On workplace grounds
S-2022-273010,2/09/2022 8:43,Term 3,Welfare,Rural North,Clarence Valley,Student Welfare Concerns,Absconding / Missing Student,Threat / Intimidation / Offens. Conduct,"An executive employee reports welfare concerns for a missing student following an incident on school grounds. Police contacted. Parents are aware. Supports in place. Director, Educational Leadership is aware.",1,On workplace grounds
S-2022-273125,2/09/2022 9:43,Term 3,Weapon,Regional South,Lake Illawarra South,Possession of a weapon,,,Executive staff member reports a student has been found in possession of a ##### on school grounds. Police and parents have been called. ##### is secured. Director Educational Leadership is aware.,1,On workplace grounds
S-2022-273175,2/09/2022 9:57,Term 3,Violence,Regional South,Lake Illawarra South,Allegations Of Sexual Assault,,,Executive staff member reports allegations of ##### assault. ##### has been followed. Police and Media Unit have been called. Director Educational Leadership is aware.,1,On workplace grounds
S-2022-273221,2/09/2022 10:13,Term 3,Violence,Regional North,Lake Macquarie East,Indecent Assault,,,An executive staff member reports an allegation of ##### assault involving students. There are also concerns regarding a student's wellbeing. ##### has been followed. Parents will be notified. Supports are being arranged.,1,On workplace grounds
S-2022-273321,2/09/2022 10:37,Term 3,Violence,Rural South and West,West Wyalong,Allegations Of Sexual Assault,,Problematic and Harmful Sexualised Behaviour,An executive staff member reports concerns regarding allegations of ##### assault involving ##### students. Student has also displayed ##### behaviour towards another student. ##### has been followed. Supports are being arranged. ,1,On workplace grounds
S-2022-273338,2/09/2022 10:42,Term 3,Welfare,Rural North,Namoi,Attempted Suicide,,,"Executive staff member reports an incident on school grounds involving a student due to attempted #####. No injuries sustained. Ambulance notified and conveyed the student to hospital. Police have been notified. Parents have been notified. ##### guidelines will be followed. Child welbeing unit will be notified. Supports in place. Director, educational leadership will be notified.",1,On workplace grounds
S-2022-273344,2/09/2022 10:45,Term 3,Welfare,Regional South,Macarthur,Attempted Suicide,,,"An executive staff member reports that a student has attempted ##### off school grounds. The student was transported hospital by ambulance. Parents were aware. Another student has been impacted. Support is in place. ##### has been followed. Director, Educational Leadership was informed.",1,On workplace grounds
S-2022-273398,2/09/2022 11:02,Term 3,Weapon,Regional South,Wollondilly,Possession of a weapon,,,"An executive staff member reports a student was in possession of a ##### on school grounds. The ##### was taken home by the student with no injuries sustained. Parent was notified. Police to be notified. Director, Educational Leadership is aware.",1,On workplace grounds
S-2022-273474,2/09/2022 11:33,Term 3,Violence,Rural North,Richmond,Indecent Assault,,,Executive staff member reports a student has allegedly been ##### assaulted off school grounds during an excursion. No injuries. ##### has been followed. Police to be called. Director Educational Leadership is aware.,1,Excursion
S-2022-273690,2/09/2022 12:51,Term 3,Violence,Regional North and West,Macquarie,Assault,,Child Protection,"Executive staff member reports of a student  ##### ly assaulting ##### students on school grounds. School was placed into lockdown for a brief period. Police were contacted. Student was removed from school grounds. Parents were notified. First aid required for ##### student. Director, Educational Leadership will be advised.",1,On workplace grounds
S-2022-273715,2/09/2022 13:03,Term 3,Violence,Regional North and West,Upper Hunter,Assault,,,"An executive staff member reports that themselves and a student have sustained injuries following an assault on school grounds. First aid was administered. Parents have been notified. Supports to be organised. Media unit will be notified. Director, Educational Leadership will be notified.",1,On workplace grounds
S-2022-273729,2/09/2022 13:09,Term 3,Violence,Regional North and West,Bathurst,Threat / Intimidation / Offens. Conduct,,,"An executive employee reports a student displayed threatening behaviour on school grounds towards staff. No injuries sustained. Police contacted. Parents are aware. Supports in place. Director, Educational Leadership to be notified.",1,On workplace grounds
S-2022-273758,2/09/2022 13:24,Term 3,Weapon,Metropolitan South,Chullora,Possession of a weapon,,,An executive staff member reports a student was found in possession of ##### ##### on school grounds. No  #####  injuries sustained. The items were confiscated and secured. Parents have been contacted and the student has been picked up. Police have been contacted. The school and police will continue to manage the incident. Supports are in place.,1,On workplace grounds
S-2022-274061,2/09/2022 14:58,Term 3,Violence,Regional North and West,Maitland,Assault,,Threat / Intimidation / Offens. Conduct,"An executive employee reports a student  ##### ly assaulted a student on school grounds. Emergency services called, student was conveyed to hospital. Parents are aware. Supports in place. Director, Educational Leadership to be notified.",1,On workplace grounds
S-2022-274114,2/09/2022 15:16,Term 3,Violence,Rural South and West,Deniliquin,Assault,,,"Executive staff report that a staff member and ##### students have sustained injuries as a result of being  ##### ly assaulted by a student on school grounds. Parents have been notified. School is managing the matter. Supports are in place. Director, Educational Leadership is aware.",1,On workplace grounds
S-2022-274249,2/09/2022 15:57,Term 3,Welfare,Metropolitan South and West,Eastern Creek,Attempted Suicide,,Staff Welfare Concerns,"An executive staff member reports concerns for an employee after they attempted ##### off school grounds. Police were contacted and the employee was conveyed to hospital for treatment. Supports are in place. The Director, Educational Leadership is aware.",1,On workplace grounds
S-2022-274261,2/09/2022 16:01,Term 3,Violence,Regional North and West,Great Lakes,Assault,,,"An executive staff reports ##### students were involved in an assault. ##### of the students filmed the incident. Police were contacted. Media unit has been contacted. Director, Educational Leadership will be notified.",1,On workplace grounds
S-2022-274383,2/09/2022 16:41,Term 3,Violence,Metropolitan South,Chullora,Indecent Assault,,,An employee reports a student ##### assaulted another student on school grounds. ##### has been followed. Supports are in place. Parents and Executive staff are aware.,1,On workplace grounds
S-2022-274519,5/09/2022 8:16,Term 3,Emergency Situation,Rural North,Namoi,Flood,,,"An executive staff member reports the school is non-operational due to a flood event affecting the area. School community has been notified. Director, Educational Leadership is aware.",1,On workplace grounds
S-2022-274815,5/09/2022 10:23,Term 3,Violence,Metropolitan North,The Hills,Indecent Assault,,,"An executive staff member reports a concerns for a student following an incident during an offsite school activity. Parents have been contacted. Police have been advised. Supports will be implemented. ##### will be completed. Director, Educational Leadership will be notified.",1,Off site activity
S-2022-274901,5/09/2022 10:54,Term 3,Violence,Regional South,Yass,Threat / Intimidation / Offens. Conduct,,Possession of a #####,"An executive staff member reports ##### students were threatened with a ##### by an unknown community member during a school excursion. No injuries were sustained. Parents and police were contacted. Support was provided to the students. The Director, Educational Leadership will be notified.",1,Excursion
S-2022-274970,5/09/2022 11:17,Term 3,Violence,Regional South,South Coast,Assault,,Threat / Intimidation / Offens. Conduct,Executive staff member reports a student has assaulted another student on school grounds causing an injury. First aid applied. Parents contacted. ##### has been followed. Police have been contacted. Director Educational Leadership is aware.,1,On workplace grounds
S-2022-275095,5/09/2022 12:11,Term 3,Welfare,Regional North and West,Macquarie,Attempted Suicide,,,"Executive staff report that a student has attempted ##### on school grounds. No injuries were sustained. ##### was notified. Police attended. Student was conveyed to hospital via ambulance. School is managing the matter. Supports are in place. ##### will be followed. Director, Educational Leadership will be notified.",1,On workplace grounds
S-2022-275121,5/09/2022 12:20,Term 3,Violence,Rural South and West,Griffith,Assault,,Student Welfare Concerns,"An executive staff member reports an ##### student assaulted an employee before absconding from school grounds. First aid was not requested and the employee remained at school. #####s and emergency services were contacted. Supports are in place. The Director, Educational Leadership is aware.",1,On workplace grounds
S-2022-275122,5/09/2022 12:21,Term 3,Welfare,Metropolitan North,Mount Druitt,Attempted Suicide,,,"Executive staff member reports an incident on school grounds involving a student due to attempted #####. No major injuries sustained. ##### guidelines have been followed. Child welbeing unit will be notified. Parents have been notified. Student conveyed to hospital via an ambulance. Supports in place. Director, educational leadership will be notified.",1,On workplace grounds
S-2022-275131,5/09/2022 12:31,Term 3,Violence,Metropolitan South,Beverly Hills,Threat / Intimidation / Offens. Conduct,,Staff Welfare Concerns,"An executive employee reports a member of the school community displayed threatening behaviour towards staff on school grounds. Police services were contacted. Supports offered to staff members. Director, Educational Leadership will be notified.",1,On workplace grounds
S-2022-275195,5/09/2022 13:04,Term 3,Violence,Rural North,Lennox Coast,Assault,,,An employee reports ##### students were involved in a  #####  altercation on school grounds. No first aid administered. Executive staff are aware.,1,On workplace grounds
S-2022-275218,5/09/2022 13:18,Term 3,Emergency Situation,Rural North,Western Plains,Utility Failure,,,"An employee reports a utility failure on school grounds. Executive staff are aware. Director, Educational Leadership will be advised.",1,On workplace grounds
S-2022-275251,5/09/2022 13:30,Term 3,Weapon,Rural North,Clarence Valley,Possession of a weapon,,Threat / Intimidation / Offens. Conduct,"An executive staff member reports that a student was found to be in possession of a ##### on school grounds. No  #####  injuries sustained. Parents have been notified. Supports are in place. Police will be notified. Director, Educational Leadership will be notified.",1,On workplace grounds
S-2022-275355,5/09/2022 14:12,Term 3,Violence,Regional North and West,Lithgow,Threat / Intimidation / Offens. Conduct,,,A staff member reports a student made threats of violence towards their parent on school grounds. ##### will be followed. Supports to be offered. Executive staff are aware.,1,On workplace grounds
S-2022-275429,5/09/2022 14:43,Term 3,Violence,Rural North,Peel,Assault,,,An employee reports a student was assaulted by another student on school grounds. First aid was sought. Parents are aware. Supports are in place. Media unit will be contacted. Executive staff are aware.,1,On workplace grounds
S-2022-275676,5/09/2022 16:06,Term 3,Welfare,Regional North,Central Coast,Student Behaviour,,Threat / Intimidation / Offens. Conduct,"A staff member reports ##### students displayed concerning behaviour on school grounds. Parents have been notified. Supports to be offered. Executive staff are aware and Director, Educational Leadership will be notified.",1,On workplace grounds
S-2022-275737,5/09/2022 16:55,Term 3,Violence,Regional North and West,Bathurst,Assault,,,Executive staff report ##### students have been involved in a  #####  altercation on school grounds. First aid administered. Parents informed. Police and media will be contacted. School is managing the matter and supports are in place.,1,On workplace grounds
S-2022-275774,5/09/2022 20:18,Term 3,Welfare,Rural North,Mooki,Traffic Accident,,,Executive staff member reports a bus accident involving teachers and students returning from an excursion from #####. Emergency Services have attended the site. ##### staff and ##### students were conveyed to hospital. All were assessed and discharged. Parents have been informed. Supports are being organised for staff and students. Director Educational Leadership is aware.,1,Excursion
S-2022-275851,6/09/2022 8:09,Term 3,Emergency Situation,Metropolitan South,Girraween,Structural Fire,,,An employee reports a structural fire on school grounds. No  #####  injuries sustained. Emergency services will be notified. School is managing the matter. Executive staff are aware.,1,On workplace grounds
S-2022-275876,6/09/2022 8:26,Term 3,Emergency Situation,Regional North and West,Taree,Structural Fire,,,An Executive staff member reports a structural fire on school grounds. No  #####  injuries sustained. Emergency services will be notified. School is managing the matter.,1,On workplace grounds
S-2022-275974,6/09/2022 9:07,Term 3,Violence,Metropolitan South and West,Bungarribee,Indecent Assault,,,The staff member reported a student who displayed an ##### behaviour towards a staff member on school grounds. No injuries were sustained. Parents were notified. ##### was followed. Support is in place. School continues to manage the matter. An executive staff member was notified.,1,On workplace grounds
S-2022-276075,6/09/2022 9:48,Term 3,Violence,Rural South and West,Wagga Wagga,Assault,,,"An executive staff member reports a  #####  altercation between students which was filmed on school grounds. First aid was not administered. Parents and #####s were notified. Police were contacted and the school have managed the matter. Media unit will be notified. Supports will be provided and the Director, Educational Leadership is aware.",1,On workplace grounds
S-2022-276197,6/09/2022 10:59,Term 3,Violence,Regional North,Central Coast,Allegations Of Sexual Assault,,,"An executive staff member reports concerns for a student following a disclosure made on school grounds. Parent of the student involved is aware. Police have been advised. Supports are in place and further supports will be implemented. ##### will be completed. Director, Educational Leadership will be notified.",1,On workplace grounds
S-2022-276244,6/09/2022 11:18,Term 3,Violence,Metropolitan South,Marrickville,Threat / Intimidation / Offens. Conduct,,,An employee reports a student displayed threatening behaviour on school grounds. No injuries sustained. Parents are aware. Supports in place. Executive staff are aware.,1,On workplace grounds
S-2022-276275,6/09/2022 11:34,Term 3,Welfare,Regional North and West,Macquarie,Self Harm,,,Executive staff reporting welfare concerns for a student who has attempted ##### on school grounds. No first aid required. Parents and Paramedics contacted. Student transported via ambulance for medical treatment. School managing the matter and supports are in place.,1,On workplace grounds
S-2022-276483,6/09/2022 12:49,Term 3,Violence,Rural South and West,Far West,Threat / Intimidation / Offens. Conduct,,,"An executive employee reports welfare concerns for a student following threats made by another student on school grounds. No injuries sustained. Parents will be notified. Supports are in place. Police have been contacted. Director, Educational Leadership has been made aware.",1,On workplace grounds
S-2022-276500,6/09/2022 12:51,Term 3,Welfare,Rural South and West,Hume,Self Harm,,,"An executive staff member reported a student who displayed a ##### behavior on school grounds. No injuries were sustained. The lock-down was implemented at the school. Police were contact and they attended the school site. Parents were notified and the student was collected. The lock-down was lifted when the student left the school grounds. The student was conveyed to the hospital by the parents. ##### was followed. Support is in place. School continues to manage the matter. Director, Educational Leadership was notified.",1,On workplace grounds
S-2022-276563,6/09/2022 13:09,Term 3,Violence,Regional North,Port Stephens,Allegations Of Sexual Assault,,,"An executive staff member reports well-being concerns for a student following allegations of ##### assault on school grounds. Parents are aware. Police are investigating. ##### has been followed. Support is in place. Director, Educational Leadership is aware.",1,On workplace grounds
S-2022-276598,6/09/2022 13:22,Term 3,Violence,Regional South,Macarthur,Assault,,,Executive staff reports ##### students were involved in a  #####  altercation on school grounds. Police were notified. Parents are aware. School is managing the matter. Media unit will be contacted. Supports are in place. Director Educational Leadership will be made aware.,1,On workplace grounds
S-2022-276635,6/09/2022 13:43,Term 3,Violence,Metropolitan South and West,Fairfield,Allegations Of Sexual Assault,,,Executive staff report students involved with ##### behaviour on school grounds. ##### completed #####,1,On workplace grounds
S-2022-276780,6/09/2022 14:34,Term 3,Violence,Metropolitan North,Pittwater,Threat / Intimidation / Offens. Conduct,,Student Behaviour,Staff member reports a student in ##### state has verbally abused and threatened staff on school grounds while displaying disruptive behaviour. Emergency services and parent contacted. Police and paramedics attended. Student was transported via ambulance to hospital for medical treatment. School is manging the matter and supports are in place. Executive staff aware.,1,On workplace grounds
S-2022-276797,6/09/2022 14:37,Term 3,Malicious Use of Technology,Regional South,Macarthur,Nuisance Use of Technology,,,Executive staff member reports an unknown person has engaged in nuisance use of technology on school grounds. ##### has been followed. Media Unit and Police have been called. Parents are aware. Director Educational Leadership has been notified.,1,On workplace grounds
S-2022-276796,6/09/2022 14:37,Term 3,Weapon,Metropolitan North,The Ponds,Possession of a weapon,,,A staff member reports a student was in possession of a ##### on school grounds. The ##### was confiscated and has been safely stored. No injuries have been sustained. Parents have been notified. Supports are in place. Executive staff are aware.,1,On workplace grounds
S-2022-276839,6/09/2022 14:51,Term 3,Violence,Regional North,Central Coast,Indecent Assault,,,Executive staff report student involved with ##### behaviour on school grounds. ##### completed #####,1,On workplace grounds
S-2022-276869,6/09/2022 14:56,Term 3,Violence,Metropolitan South and West,Sutherland,Indecent Assault,,,"An executive employee reports well being concerns for a student after a disclosure was made on school grounds. Parents were informed. Police have been contacted. Supports are in place. ##### conducted. Director, Educational Leadership will be notified.",1,On workplace grounds
S-2022-276910,6/09/2022 15:12,Term 3,Weapon,Regional North and West,Great Lakes,Possession of a weapon,,,"An executive staff member reports a student has possession of a ##### on school grounds. No injuries sustained. The ##### has been confiscated. Parents will be contacted. Director, Educational Leadership will be notified.",1,On workplace grounds
S-2022-276917,6/09/2022 15:17,Term 3,Violence,Metropolitan South and West,Liverpool,Assault,,Threat / Intimidation / Offens. Conduct,"Executive staff report a student from a neighbouring school has entered school grounds and assaulted a student before verbally abusing staff. Student left school grounds. Parents informed. Police contacted and school is managing the matter. Director, Educational Leadership will be notified.",1,On workplace grounds
S-2022-276988,6/09/2022 15:39,Term 3,Violence,Regional South,Goulburn,Assault,,,"An Executive staff member reports a student in a ##### state assaulted ##### staff members on school grounds. Parents notified and student was collected. First aid administered and medical treatment has been sought. Supports to be implemented for student and staff. School is managing the matter. Director, Educational Leadership is aware.",1,On workplace grounds
S-2022-277009,6/09/2022 15:44,Term 3,Violence,Regional North,Windsor,Assault,,,An employee reports a student was ##### and  ##### ly impacted staff members on school grounds. Employees will be self monitoring. Parents were called and collected the student. Supports are in place. Executive staff are aware and are managing the matter.,1,On workplace grounds
S-2022-277062,6/09/2022 16:02,Term 3,Weapon,Regional North and West,Macquarie,Possession of a weapon,,,"Executive staff reports of a student being in possession of a ##### on school grounds. No  #####  injuries sustained. Police have been notified. Parents contacted. Supports are in place. Director, Educational Leadership will be advised.",1,On workplace grounds
S-2022-277291,7/09/2022 8:16,Term 3,Violence,Metropolitan North,Quakers Hill,Threat / Intimidation / Offens. Conduct,,,"An executive employee reports student welfare concerns following an incident off school grounds. Supports in place. Parents are aware. Director, Educational Leadership to be notified.",1,On workplace grounds
S-2022-277333,7/09/2022 8:37,Term 3,Violence,Metropolitan South and West,Eastern Creek,Indecent Assault,,,An executive staff member reports a student engaged in ##### behaviour towards other students on school grounds. ##### has been followed. Supports are being arranged. #####,1,On workplace grounds
S-2022-277401,7/09/2022 9:06,Term 3,Violence,Metropolitan North,The Hills,Allegations Of Sexual Assault,,,Executive staff reports allegations of ##### assault occurring off school grounds. ##### was followed. #####,1,On workplace grounds
S-2022-277617,7/09/2022 10:08,Term 3,Violence,Regional South,Lake Illawarra North,Indecent Assault,,Problematic and Harmful Sexualised Behaviour,Executive staff member reports student engaging in incident of ##### Assault of student and displaying further ##### behaviours on school grounds. ##### has been followed. ##### is aware. External services are in place. #####,1,On workplace grounds
S-2022-277735,7/09/2022 10:47,Term 3,Violence,Rural South and West,Orange,Indecent Assault,,,Executive staff member reports a parent disclosing an incident of ##### Assault occurring during school activity off site. ##### has been followed. External supports in place for ##### of the students involved. #####,1,Off site activity
S-2022-277778,7/09/2022 11:01,Term 3,Violence,Metropolitan North,Pittwater,Assault,,,"An executive staff member reports that a student has sustained an injury following an assault on school grounds. First aid was administered. Parents have been notified. Student was conveyed to hospital. Supports are in place. Director, Educational Leadership will be notified.",1,On workplace grounds
S-2022-277923,7/09/2022 11:49,Term 3,Violence,Metropolitan South,Canterbury,Threat / Intimidation / Offens. Conduct,,Student Welfare Concerns,"Employee reports a student was in a ##### state and displayed intimidating behaviour towards an executive staff member on school grounds. No injuries sustained. The student caused malicious damage to property and  #####  school grounds. Police and parents were notified. Supports are in place for staff involved. Director, Educational Leadership will be notified.",1,On workplace grounds
S-2022-277928,7/09/2022 11:50,Term 3,Violence,Metropolitan North,Hornsby,Assault,,Staff Welfare Concerns,"An executive staff member reports that ##### students have sustained injuries following an assault on school grounds. First aid was administered. Parents have been notified. Supports to be organised. Director, Educational Leadership will be notified.",1,On workplace grounds
S-2022-277987,7/09/2022 12:18,Term 3,Violence,Regional North and West,Bathurst,Indecent Assault,,,An executive staff member reports allegations of ##### assault involving students on school grounds. ##### has been followed. Supports are being arranged. #####,1,On workplace grounds
S-2022-278063,7/09/2022 12:52,Term 3,Violence,Regional North,Central Coast,Indecent Assault,,,An employee reports an ##### assault between ##### students that occurred on school grounds. No injuries were sustained. Parents of ##### students were notified and the school have managed the matter. ##### will be completed and supports will be provided. Executive staff are aware.,1,On workplace grounds
S-2022-278096,7/09/2022 13:04,Term 3,Welfare,Regional South,Wollondilly,Student Welfare Concerns,Absconding / Missing Student,,"An executive staff member expressed a wellbeing concern for a student who  #####  from school grounds. The whereabouts of the student are unknown. Police were notified and they are investigating the matter. Parents have been notified. Support will be provided to the involved student. School continues to manage the matter. Director, Educational Leadership will be notified.",1,On workplace grounds
S-2022-278192,7/09/2022 13:31,Term 3,Violence,Regional North,Windsor,Indecent Assault,,,An executive staff member reports a student has been ##### assaulted by another student on school grounds. ##### has been followed. Supports are being arranged. #####,1,On workplace grounds
S-2022-278316,7/09/2022 14:18,Term 3,Weapon,Rural South and West,Wagga Wagga,Possession of a weapon,,Student Behaviour,A staff member reports a student was in possession of a ##### on school grounds. No injuries were sustained. The ##### has been secured by staff. Support is to be arranged. ##### to be followed. The school is continuing to manage the matter.,1,On workplace grounds
S-2022-278348,7/09/2022 14:31,Term 3,Malicious Use of Technology,Metropolitan South,Chullora,Nuisance Use of Technology,,,"An executive reports well-being concerns for a student after an incident involving nuisance use of technology occurred off school grounds. Parents have been notified. Supports will be organised. Director, Educational Leadership will be informed.",1,On workplace grounds
S-2022-278371,7/09/2022 14:35,Term 3,Violence,Rural South and West,Wagga Wagga,Assault,,,"An Executive reports a staff member sustained an injury after being assaulted by a student on school grounds. A community member was also involved and assaulted several staff members resulting in a lock down. First aid was not applied. Parents called and students involved were collected. Police were contacted and attended. Supports will be arranged. Director, Educational leadership is aware.",1,On workplace grounds
S-2022-278456,7/09/2022 15:02,Term 3,Welfare,Regional North and West,Hunter,Attempted Suicide,,,"An employee report that a student has attempted ##### off school grounds. Emergency services were called. The student was conveyed to hospital. Parents are aware. Supports in place. Director, Educational Leadership to be notified.",1,On workplace grounds
S-2022-278769,7/09/2022 16:25,Term 3,Violence,Rural South and West,Queanbeyan,Indecent Assault,,,An executive staff member reports allegations of ##### assault involving ##### students on school grounds. ##### has been followed. Parents will be notified. Supports are being arranged. CWU will be notified. Police will be notified. Director Educational Leadership will be made aware.,1,On workplace grounds
S-2022-278773,7/09/2022 16:28,Term 3,Violence,Metropolitan South and West,St Andrews,Assault,,Threat / Intimidation / Offens. Conduct,"Executive employee reports ##### students were involved in a  #####  assault on school grounds. First aid was applied. Parents were notified and a student was collected. Concerns were raised due to threatening behaviour from a parent. Police were contacted. The school is managing the matter and supports are in place. The incident was filmed. Media Unit and The Director, Educational Leadership will be notified.",1,On workplace grounds
S-2022-278816,7/09/2022 16:52,Term 3,Violence,Regional South,Campbelltown,Threat / Intimidation / Offens. Conduct,,,"An executive staff member reported a student threatened the known member of community on school grounds. No injuries were sustained. Police will be notified. Parents will be notified upon police advice. ##### was followed. Support is in place. School continues to manage the matter. Director, Educational Leadership will be notified.",1,On workplace grounds
S-2022-278831,7/09/2022 16:57,Term 3,Violence,Metropolitan South and West,St Andrews,Assault,,,"Executive employee reports ##### students were involved in a  #####  assault on school grounds. First aid was applied. An ambulance was contacted and conveyed a student to hospital. Parents were notified. Police were contacted. The school is managing the matter and supports are in place. The incident was filmed. Media Unit and The Director, Educational Leadership will be notified.",1,On workplace grounds
S-2022-279058,8/09/2022 9:00,Term 3,Welfare,Connected Communities,Connected Communities Team 1,Student Behaviour,,,An employee reports an incident of student behaviour on school grounds. No  #####  injuries were sustained. Parents notified. Supports to be implemented. School is managing the matter. Executive staff are aware.,1,On workplace grounds
S-2022-279156,8/09/2022 9:37,Term 3,Violence,Metropolitan South,Girraween,Assault,,,"An executive staff member reports a student in a ##### state assaulted numerous staff members on school grounds. First aid administered. Parents were notified and student was collected. Supports to be organised. Director, Educational Leadership is aware.",1,On workplace grounds
S-2022-279157,8/09/2022 9:38,Term 3,Violence,Metropolitan South,Iron Cove,Threat / Intimidation / Offens. Conduct,,,A staff member expresses welfare concerns following ongoing incidents involving a student on school grounds. Supports to be offered.,1,On workplace grounds
S-2022-279158,8/09/2022 9:39,Term 3,Violence,Rural South and West,Cowra,Assault,,Threat / Intimidation / Offens. Conduct,"Executive staff report ##### students were involved in a  #####  altercation on school grounds. ##### student has gone on to  ##### ly threaten staff before the talking of ##### intentions. Parents and emergency services contacted. Police and paramedics attended. ##### student assessed by paramedics and released into care of parents. All students invovled collected by parents. School is manging the matter and supports are in place. Director, Educational Leadership will be notified.",1,On workplace grounds
S-2022-279159,8/09/2022 9:39,Term 3,Violence,Metropolitan North,Mount Druitt,Assault,,,"An executive employee reports ##### students were involved in a  #####  altercation on school grounds. First aid administered. Parents are aware. Director, Educational Leadership to be notified.",1,On workplace grounds
S-2022-279450,8/09/2022 11:28,Term 3,Welfare,Metropolitan South,Canterbury,Attempted Suicide,,Self Harm,"Executive employee reports a student has attempted ##### and ##### on school grounds. First aid was applied. Ambulance was contacted and conveyed the student to hospital. #####s were notified. ##### will be followed. Supports are in place. Director, Educational Leadership was notified.",1,On workplace grounds
S-2022-279552,8/09/2022 12:10,Term 3,Violence,Rural North,Grafton,Assault,,Staff Welfare Concerns,"An executive staff member reports that ##### students were involved in a  #####  altercation on school grounds. Staff members intercepted the situation. ##### staff members were  ##### ly injured. First aid was offered. Parents and #####s were notified. A parent was displaying abusive behaviour towards staff members. The parent left teh school grounds with no further incident. Police were contacted and will be investigating the matter. The school is still managing the matter. Director, Educational Leadership will be informed.",1,On workplace grounds
S-2022-279775,8/09/2022 13:28,Term 3,Welfare,Rural North,Clarence Valley,Student Welfare Concerns,Absconding / Missing Student,,"Executive staff member reports of welfare concerns for a student who has been reported missing by Parents. Police have been contacted. Director, Educational Leadership is aware.",1,On workplace grounds
S-2022-279781,8/09/2022 13:31,Term 3,Weapon,Metropolitan South,Beverly Hills,Possession of a weapon,,,"An executive staff member reports that a student was in possession of a ##### on school grounds. No one was threatened or impacted by the situation. Police will be contacted. Parents to be notified. Director, Educational Leadership will be informed.",1,On workplace grounds
S-2022-279812,8/09/2022 13:45,Term 3,Welfare,Regional North and West,Taree,Attempted Suicide,,,"Executive staff report that a student has attempted ##### on school grounds. No injuries were sustained. Parents were notified and collected the student. Student will seek medical treatment. School is managing the matter. Supports are in place. ##### has been followed. Director, Educational Leadership will be notified.",1,On workplace grounds
S-2022-279828,8/09/2022 13:53,Term 3,Violence,Regional North,Brisbane Water,Assault,,Student Welfare Concerns,"Executive staff member reports a student has  ##### ly assaulted a staff member and then  #####  school grounds. First aid administered to staff member. Police and Ambulance were called. Paramedics assessed staff member. Parent has been notified. Director, Educational Leadership will be advised.",1,On workplace grounds
S-2022-279860,8/09/2022 14:04,Term 3,Violence,Metropolitan North,The Ponds,Indecent Assault,,,An employee reports staff wellbeing concerns following an incident of ##### assault that occurred on school grounds. Supports are in place. School Executive staff are aware.,1,On workplace grounds
S-2022-280038,8/09/2022 15:06,Term 3,Violence,Metropolitan North,Quakers Hill,Assault,,Unauthorised Entry / Trespass,Executive staff reports ##### staff member and ##### students were involved in a  #####  altercation with a member of the community who trespassed on school grounds. First aid was administered was administered. Parents have been notified. School is managing the matter. Media unit is aware. Police were notified. Director Educational Leadership is aware.,1,On workplace grounds
S-2022-280051,8/09/2022 15:09,Term 3,Weapon,Regional North and West,Lithgow,Possession of a weapon,,Possession of a Substance,Executive staff member reports an incident on school grounds involving a student due to possession of a ##### and possession of a #####. Items secured. Police have been notified. Parents have been notified. ##### guidelines will be followed. Executive staff are aware.,1,On workplace grounds
S-2022-280092,8/09/2022 15:16,Term 3,Violence,Regional North,Blue Mountains,Indecent Assault,,,Executive staff member reports a parent disclosing student alleges they were ##### assaulted by another student on school grounds. ##### has been followed. Parent of alleging student aware. #####,1,On workplace grounds
